gene,1000:1_0h_1,1000:1_0h_2,1000:1_0h_3,1000:1_24h_1,1000:1_24h_2,1000:1_24h_3,1000:1_4h_1,1000:1_4h_2,1000:1_4h_3,1000:1_8h_1,1000:1_8h_2,1000:1_8h_3,1:1000_0h_1,1:1000_0h_2,1:1000_0h_3,1:1000_24h_1,1:1000_24h_2,1:1000_24h_3,1:1000_4h_1,1:1000_4h_2,1:1000_4h_3,1:1000_8h_1,1:1000_8h_2,1:1000_8h_3,1:1_0h_1,1:1_0h_2,1:1_0h_3,1:1_24h_1,1:1_24h_2,1:1_24h_3,1:1_4h_1,1:1_4h_2,1:1_4h_3,1:1_8h_1,1:1_8h_2,1:1_8h_3,E_coli_0h_1,E_coli_0h_2,E_coli_0h_3,E_coli_24h_1,E_coli_24h_2,E_coli_24h_3,E_coli_4h_1,E_coli_4h_2,E_coli_4h_3,E_coli_8h_1,E_coli_8h_2,E_coli_8h_3,P_putida_0h_1,P_putida_0h_2,P_putida_0h_3,P_putida_24h_1,P_putida_24h_2,P_putida_24h_3,P_putida_4h_1,P_putida_4h_2,P_putida_4h_3,P_putida_8h_1,P_putida_8h_2,P_putida_8h_3
b4151,495,923,326,167,168,149,1397,1252,1458,374,376,578,12,21,22,35,22,15,5,40,18,231,158,47,752,1275,1810,60,51,42,902,613,1761,164,201,232,794,1424,1457,301,236,299,1534,2598,2054,440,490,553,0,0,0,1,1,0,0,9,0,0,0,0
b4152,722,1317,413,223,198,116,1905,1835,1933,503,563,623,27,31,37,28,28,9,12,39,14,286,211,59,1112,1802,2151,69,60,38,1084,829,1986,224,277,250,1256,2365,2024,442,341,394,2160,3584,2867,732,705,635,1,0,0,4,7,0,1,6,0,0,0,4
b4153,2333,4048,1284,574,594,341,4663,5183,5964,1587,1630,1677,45,67,92,93,107,38,13,101,49,684,507,134,3441,4637,6456,206,140,102,2575,1937,4863,702,774,650,3419,6807,5278,1107,920,1050,5084,8452,7396,1824,1735,1799,2,1,0,8,15,0,1,10,0,0,1,1
b4154,13203,23382,9389,3205,3161,1777,15095,18492,31897,7687,9613,8454,269,305,321,548,422,167,114,627,307,3025,2051,745,18706,23577,22997,944,826,562,9470,8211,17753,3461,4331,3245,18446,34257,17279,6885,5572,6531,17141,30463,30994,10165,9776,8296,8,10,0,61,27,0,16,149,0,13,4,4
b4155,1754,1261,815,86,90,62,188,222,608,186,184,122,7,12,18,15,17,9,7,13,2,20,19,8,408,398,627,35,26,31,153,192,230,69,69,72,476,266,125,309,297,319,174,181,511,188,206,135,0,0,0,0,0,0,0,8,0,0,0,0
b4156,483,454,532,24,28,25,58,78,91,80,91,62,4,2,5,18,4,2,1,1,1,13,1,0,244,197,772,17,16,6,57,32,80,48,52,49,331,328,241,65,85,74,62,72,89,126,102,77,0,0,0,0,0,0,0,2,0,0,0,0
b4157,13,4,13,1,1,0,0,6,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,5,0,1,1,0,6,2,0,4,3,7,12,0,3,0,1,2,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0
b4158,23,12,14,3,4,6,4,10,10,19,20,7,0,0,2,0,4,0,0,2,0,0,3,0,15,19,33,1,2,1,5,5,7,7,6,6,18,12,18,24,19,35,5,12,9,15,10,7,0,0,0,0,0,0,0,0,0,0,0,0
b4159,1095,848,960,136,114,93,551,399,784,748,856,960,3,13,8,48,34,13,4,20,13,120,81,23,1036,834,1018,44,42,36,401,301,640,256,442,463,889,1512,643,374,370,391,645,599,814,1231,895,1077,0,0,0,1,0,0,0,4,0,0,0,0
b4160,2868,2872,2416,132,158,89,1807,1232,2354,985,1165,964,15,30,28,53,56,24,16,57,9,187,219,64,2456,1696,1757,55,39,39,929,567,1763,365,502,462,2415,2525,2086,611,665,736,1749,2202,2736,1425,1110,945,0,1,0,8,3,0,1,16,0,1,1,5
b4161,3034,3367,2337,392,466,265,1164,1557,2508,1342,1769,1067,19,24,20,109,79,38,21,57,12,237,193,61,1996,2146,2644,136,129,149,811,866,1391,656,781,554,2346,1914,876,1634,1827,1889,1033,1707,2250,1584,1425,1091,1,1,0,0,3,0,1,24,0,0,1,0
b4162,698,979,638,78,150,55,575,625,772,500,527,338,7,3,7,29,41,16,5,18,2,63,41,5,555,470,548,49,42,44,407,365,566,219,231,183,606,928,482,425,577,659,640,734,849,554,477,285,0,0,0,2,0,0,0,4,0,0,0,0
b4163,68,97,53,81,127,95,141,82,212,261,252,129,4,3,11,31,44,9,2,3,0,22,13,12,98,56,54,18,19,34,137,105,92,110,149,99,108,57,27,351,571,858,153,117,134,260,228,68,0,0,0,0,0,0,0,1,0,0,1,0
b4164,2,3,4,4,9,2,5,2,39,11,4,5,0,1,5,3,2,2,0,0,3,1,2,1,1,0,8,1,2,0,4,1,17,2,2,2,1,2,3,18,25,21,5,2,15,3,5,6,0,0,0,0,0,0,0,0,0,0,0,1
b4165,3,4,0,0,0,4,0,3,10,3,2,2,0,0,2,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,2,0,1,0,1,1,1,1,0,3,10,5,0,1,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
b4166,553,553,319,87,93,51,493,510,448,300,483,218,0,7,5,26,30,13,1,6,3,22,19,11,417,414,512,31,38,35,272,271,451,128,190,113,394,291,182,469,552,642,393,412,296,298,383,269,0,0,0,0,0,0,1,3,0,0,0,1
b4167,1392,2078,721,3113,3562,1562,5030,5016,1654,7963,8513,7424,6,7,11,743,646,286,6,25,5,160,80,47,728,1070,484,1212,1249,789,3863,4514,1933,4941,5291,4363,804,2001,1034,9389,7550,7725,5286,5951,1863,8076,8417,8163,2,4,0,8,5,0,1,2,0,4,2,3
b4168,141,186,116,108,154,52,329,327,150,471,461,432,0,3,0,33,29,7,0,3,1,25,15,2,108,117,98,57,42,26,197,271,170,231,275,269,116,179,116,400,342,366,441,436,193,534,579,521,0,0,0,0,2,0,2,3,0,0,0,0
b4169,811,925,636,294,307,192,1006,940,645,1267,1558,1247,3,5,7,111,72,29,1,20,4,60,72,17,488,530,570,148,123,65,573,598,571,652,878,804,593,748,431,855,757,785,937,975,727,1400,1628,1465,2,0,0,2,1,0,2,7,0,0,2,1
b4170,1634,1668,1283,236,256,127,1073,1115,1218,1705,1981,1661,11,15,18,106,79,34,6,16,10,56,49,20,1266,1068,1238,71,82,77,625,632,976,696,987,907,1341,1476,1039,741,741,775,1196,1320,1057,2134,2088,2062,0,0,0,5,2,0,1,10,0,2,0,0
b4171,3793,5244,4515,5007,5967,3445,12626,12996,7992,11252,13445,9960,43,88,99,1219,961,648,44,242,47,847,579,177,6228,7274,3485,2704,2403,1799,9926,9638,8228,7242,6846,6793,3085,5967,8276,12515,9437,10598,13036,15742,8538,10941,13310,8596,4,5,0,11,19,0,6,34,0,9,7,4
b4172,3258,4488,4261,3100,3731,2336,10125,9545,7005,7317,8114,6955,44,88,79,780,633,374,38,191,31,640,433,166,4004,4133,3395,1622,1440,1036,6190,6208,6718,4058,4112,3732,3089,4256,5119,8484,6273,6850,10128,13756,8110,6990,8480,5727,2,5,0,10,32,0,4,29,0,6,3,7
b4173,8295,7062,5756,3998,4056,2099,6243,5963,5533,7910,9368,6731,67,43,65,969,832,382,23,166,52,444,285,115,6720,4486,3792,2077,1976,1118,4978,4247,3862,5663,6572,5688,4972,5187,3892,10129,8363,8474,6103,7364,5974,8453,9055,6928,4,4,0,14,10,0,6,39,0,6,1,1
b4174,9890,7187,10023,3720,3356,2163,8762,8403,7719,7019,8099,7234,43,80,56,818,574,321,43,155,52,508,559,106,7755,4781,6137,1844,1468,780,5454,3734,6013,5247,6616,5704,5567,9285,6661,7410,5386,5147,9971,11313,8373,9105,8531,7899,2,4,0,14,9,0,2,40,0,4,8,5
b4175,5331,3949,6873,2125,1856,1311,5593,4939,5918,3923,4925,4798,26,55,49,419,248,133,23,108,39,427,493,66,4242,2483,3975,1070,894,405,2975,1787,4034,2694,3690,3229,3542,7546,5244,4083,2477,2326,6728,7323,5621,4953,5060,5113,3,1,0,16,9,0,5,16,0,1,3,2
b4176,19,14,17,0,0,1,4,9,15,2,5,0,0,0,2,0,0,0,0,2,0,0,0,0,10,10,11,0,0,1,1,5,2,6,2,1,5,17,7,5,11,18,4,4,10,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0
b4177,49488,47095,26945,3057,2886,1679,3722,3102,15239,8519,11261,7271,168,239,222,417,274,72,80,413,241,2292,2791,410,36638,28413,23258,591,486,349,3748,1558,8947,5241,7772,4700,44919,54358,17965,3249,3858,5542,4489,5317,14044,12256,11737,6952,10,10,0,67,12,0,15,249,1,11,4,7
b4178,564,495,468,179,245,138,318,392,304,566,726,486,0,0,2,74,40,20,2,15,1,39,22,6,424,322,1004,79,74,60,302,436,293,336,480,349,459,286,378,563,445,631,367,479,343,532,835,534,0,0,0,1,0,0,2,0,0,0,0,0
b4179,6569,6246,10145,1690,2059,1402,13476,13741,6066,5825,6859,6898,40,59,34,415,323,241,36,172,42,808,335,211,4219,4766,6418,856,800,593,10327,9816,5078,2942,3305,2940,5484,4874,8076,3691,3221,3575,15008,18055,6947,5723,7044,6431,4,0,0,9,29,0,9,32,0,8,9,3
b4180,728,649,1177,127,144,130,669,800,626,331,373,308,5,5,6,41,31,21,5,11,1,51,33,12,362,322,390,68,65,56,445,434,433,151,148,202,452,419,274,310,326,346,766,950,638,329,343,282,0,0,0,1,0,0,0,1,0,0,0,0
b4181,7,9,6,0,0,0,7,9,7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,2,2,8,9,0,1,0,0,0,5,0,1,1,1,0,1,1,1,0,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4182,8,10,17,1,2,3,10,25,16,8,10,3,0,0,0,0,3,0,0,1,0,0,1,0,5,18,16,3,0,0,10,6,7,0,1,1,3,3,6,4,6,8,9,21,20,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
b4183,0,5,5,0,0,0,0,6,10,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,0,0,0,1,3,4,2,4,1,4,0,2,0,1,4,1,2,8,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
b4184,3,5,0,3,2,0,9,4,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,6,0,6,0,2,3,3,0,5,3,12,8,2,6,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
b4185,0,8,1,0,0,0,5,7,2,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,6,1,1,0,9,8,3,0,5,1,5,2,7,1,3,6,7,10,6,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
b4186,12,9,4,5,9,11,11,16,9,16,25,27,0,0,0,1,1,0,0,0,0,3,2,3,4,12,9,3,3,6,14,20,6,13,4,16,9,2,18,16,16,28,19,29,6,25,28,8,0,0,0,0,0,0,0,0,0,0,0,0
b4187,840,3095,226,3156,3364,2443,24133,16472,554,14033,16013,18605,2,2,1,1432,1199,573,6,8,0,46,15,20,256,1445,105,1454,1184,556,31568,39775,5040,9119,8746,8659,173,2861,1056,9926,6534,7370,29080,18017,722,15464,16641,17273,5,4,0,7,24,0,6,19,0,8,12,1
b4188,76,138,68,1092,1546,1211,1161,1596,722,7490,6252,11432,22,16,17,173,155,113,5,41,6,701,387,176,934,924,1147,606,505,710,1513,1416,2256,1724,2486,2619,1233,1260,2684,765,1165,1694,2380,4337,601,7155,8350,12250,2,3,0,0,2,0,1,5,0,5,4,3
b4189,300,440,201,2661,3449,2193,3242,4473,1985,17564,14967,23299,58,29,34,380,327,222,20,63,42,1518,870,335,2495,2449,2715,1070,1242,1309,4004,3796,3921,4418,6227,4825,3383,3062,6988,1813,2583,3883,7356,11895,2086,14983,17796,27867,2,7,0,11,7,0,10,7,0,6,3,7
b4190,169,192,142,60,75,48,329,350,295,243,297,226,1,7,0,20,17,12,0,5,2,27,14,9,193,148,137,29,37,29,229,238,223,133,116,125,188,166,182,187,172,203,299,377,266,203,263,218,0,0,0,0,2,0,0,1,0,1,0,0
b4191,156,210,238,49,39,21,247,265,259,243,264,229,5,6,3,9,13,4,1,5,0,42,36,10,205,254,285,12,11,14,171,156,187,92,86,74,259,218,198,138,171,195,239,362,228,258,261,241,1,0,0,0,0,0,0,0,0,0,0,0
b4192,45,53,86,28,23,24,54,56,80,51,61,51,1,0,0,3,1,3,0,2,1,12,18,1,80,56,114,19,9,8,44,50,111,26,29,29,61,51,188,67,56,60,102,95,100,64,77,52,0,0,0,0,0,0,0,0,0,0,0,0
b4193,21,38,15,12,16,10,105,168,137,140,163,183,1,0,6,2,1,0,0,1,0,38,39,5,256,139,293,4,2,1,40,33,199,18,31,34,193,114,231,26,29,23,153,244,165,127,152,165,0,0,0,0,0,0,0,0,0,0,0,0
b4194,5,2,2,0,3,0,19,22,28,17,12,19,0,0,0,0,0,0,0,0,0,10,2,0,51,11,40,0,0,0,2,5,52,8,8,1,15,14,66,3,7,3,29,51,27,18,22,22,0,0,0,0,0,0,0,0,0,0,0,0
b4195,16,23,16,2,0,1,54,63,57,47,60,45,0,3,1,2,0,0,0,1,0,10,16,1,123,66,97,1,2,0,4,16,95,9,11,8,35,35,178,15,8,12,53,75,74,41,64,41,0,0,0,0,0,0,0,0,0,0,0,0
b4196,50,30,41,23,8,16,90,126,101,96,88,93,3,3,5,6,5,3,0,2,0,22,12,4,144,121,139,7,3,8,32,32,193,22,20,21,58,66,287,24,32,29,78,160,138,78,85,95,0,0,0,0,0,0,0,0,0,0,0,0
b4197,40,41,65,11,25,21,76,89,107,70,110,124,1,0,11,4,3,0,0,6,1,28,8,1,220,165,156,12,6,7,35,42,175,34,34,31,67,51,303,42,28,28,62,149,157,87,106,127,0,0,0,1,0,0,1,0,0,0,0,2
b4198,48,47,76,28,34,20,72,120,132,76,108,137,2,0,8,8,12,6,0,7,2,19,20,10,229,123,169,13,2,2,40,32,216,31,28,27,78,49,445,37,27,59,94,184,164,108,107,103,0,0,0,0,2,0,0,0,0,0,0,0
b4199,48,49,20,20724,19088,16819,163,172,25,700,784,530,0,0,5,2115,933,2668,5,21,1,8,0,5,28,46,11,10439,5584,17948,166,162,44,1206,1173,1008,23,200,41,79824,40217,37449,191,236,21,530,709,210,6,6,0,4,5,0,12,7,0,4,7,0
b4200,32861,26017,48095,1072,1391,661,1254,1530,16593,8664,10259,8280,247,485,595,436,435,96,271,569,157,1864,3190,374,18853,15149,35362,149,207,267,995,672,8506,2451,3922,2816,29241,23710,18860,4492,6159,8265,1301,2017,17608,11407,11028,10169,6,7,0,40,14,0,3,159,0,9,7,10
b4201,6477,5505,9900,258,289,120,375,423,3834,2216,2241,1596,51,113,130,108,105,18,42,138,18,457,697,74,4033,3163,6063,47,38,62,194,118,1397,536,813,542,6471,5451,4261,923,1245,1699,380,649,3625,2642,2655,2269,1,3,0,6,2,0,4,29,0,5,3,3
b4202,320,328,909,16,27,18,19,11,461,172,133,210,3,8,16,13,11,7,3,7,4,62,64,18,233,146,746,2,1,1,7,7,134,27,42,82,527,401,434,88,102,194,25,60,275,219,233,253,0,0,0,0,0,0,0,2,0,0,0,0
b4203,10519,7443,17955,558,779,373,539,602,6252,3638,4049,3730,110,166,198,163,147,48,88,214,32,716,1152,154,5761,5307,13016,141,121,122,394,254,2797,1292,1713,1244,10888,9633,7181,2355,2677,3534,643,1106,5215,5789,4765,4108,1,6,0,27,5,0,1,57,1,5,1,7
b4204,28,39,28,5,3,1,7,23,18,9,3,4,0,3,1,0,0,0,1,0,0,2,4,0,28,13,19,0,1,1,2,8,13,5,5,10,10,13,10,6,5,4,2,18,36,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
b4206,1603,2402,1127,2717,3115,1687,5975,5064,2628,3525,4199,2735,15,28,19,564,445,236,13,50,7,363,183,61,1583,2391,919,1557,1391,931,4428,5037,2864,2995,2905,2119,1410,1531,1593,5284,4589,5617,5296,6367,2481,3091,4020,3358,0,2,0,6,4,0,1,14,0,5,0,3
b4207,4012,3035,5258,204,252,93,2185,3239,7437,2827,3317,3707,21,35,41,61,82,12,27,87,14,541,634,78,3128,1603,3951,57,70,63,772,615,5510,533,937,681,3805,3361,3756,1298,1296,1724,2329,4665,7180,4412,3107,4561,2,0,0,9,2,0,1,26,0,1,4,2
b4208,794,722,409,1389,1837,992,1007,909,372,2972,2997,4145,1,6,1,225,191,108,3,14,3,33,23,19,357,412,275,605,542,381,693,632,314,1342,1738,1515,319,275,265,3255,3387,3609,1003,857,428,2838,3419,4383,0,0,0,1,3,0,2,9,0,1,3,0
b4209,2209,870,132,9,37,4,225,139,92,70,65,75,4,5,1,13,0,2,0,8,4,40,13,16,1720,412,147,0,7,8,67,67,111,24,22,15,1609,589,163,50,65,107,276,212,117,78,77,110,1,0,0,0,1,0,1,2,0,0,0,0
b4210,45,36,25,190,172,124,169,162,113,111,126,83,1,3,0,47,42,17,1,0,1,10,0,0,54,36,21,84,76,81,105,108,123,93,84,95,40,17,28,405,532,756,136,111,78,105,100,89,0,0,0,1,0,0,0,1,0,0,0,0
b4211,319,286,403,30,75,17,323,268,254,170,196,186,9,1,4,7,16,4,5,5,3,65,31,8,234,240,180,11,15,11,216,182,266,58,78,50,315,287,491,128,157,231,330,349,279,166,160,166,0,0,0,0,0,0,0,2,0,0,0,0
b4212,44,66,50,211,219,181,152,81,36,181,192,222,0,0,0,50,21,21,1,7,0,5,2,3,36,48,59,149,74,72,167,197,52,140,132,119,32,29,37,245,248,292,136,117,44,182,206,176,0,0,0,0,0,0,0,0,0,1,1,0
b4213,740,986,585,91,115,74,1976,2352,2636,681,607,625,9,22,18,23,32,7,2,59,21,400,216,68,1308,1054,987,47,50,38,579,547,2180,138,171,144,1173,1130,1463,295,333,366,2136,3714,2923,795,592,606,2,2,0,2,1,0,1,11,0,1,0,2
b4214,477,910,300,4881,5752,4199,5044,4357,1289,4733,6163,4794,6,7,4,881,539,399,6,43,7,119,69,26,264,651,264,2833,2471,1644,4031,4538,1568,4017,3841,2981,312,748,739,7870,6244,7487,5519,4780,1478,4297,5935,2688,2,2,0,4,3,0,4,13,0,3,1,1
b4215,18,24,5,7,20,3,39,169,20,10,32,11,1,0,0,0,0,4,0,2,0,1,0,1,11,17,5,5,3,1,28,33,14,2,6,9,2,3,1,19,37,9,27,52,4,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0
b4216,264,237,111,333,426,227,732,833,681,2657,3247,3177,6,9,5,40,70,34,4,17,2,55,34,18,328,340,226,110,113,129,581,640,485,758,1026,605,439,430,147,772,996,1375,1024,859,659,2375,2639,1855,0,0,0,0,0,0,0,2,0,0,1,0
b4217,357,546,214,11155,15185,8632,2002,2432,1577,8973,8582,10277,6,4,4,3706,3055,1486,9,33,10,152,103,32,675,803,289,8208,7022,4240,1990,2237,2080,8394,7210,7483,830,1228,860,32254,36755,43955,2440,3154,1956,8385,10231,7194,7,4,0,12,12,0,8,11,0,4,6,2
b4218,1899,2455,1175,208,316,183,852,857,629,566,718,511,0,6,11,59,73,14,1,6,2,33,19,15,604,902,760,139,126,70,420,423,455,204,242,275,612,675,234,925,1003,1057,609,749,663,610,673,678,1,1,0,1,2,0,2,14,0,0,0,0
b4219,1529,1864,1006,2473,3268,1688,6381,5841,2517,4255,4340,4091,10,26,8,544,589,215,22,47,4,355,204,76,1206,1243,495,1151,1146,861,4141,4058,2835,3179,3428,2720,1477,1492,1486,7995,7646,8695,6638,6962,2421,4025,4627,4433,3,2,0,2,14,0,5,18,0,6,1,2
b4220,746,1119,930,85,85,57,1501,1803,1164,742,816,846,8,7,6,22,29,6,1,22,7,75,70,30,680,786,702,37,39,43,899,1140,1083,191,231,248,759,611,709,271,315,270,1431,1828,1081,740,781,1053,0,2,0,0,1,0,0,4,0,0,1,1
b4221,1297,1134,1777,154,193,116,1894,1909,1503,1560,1771,1958,9,18,19,44,48,21,16,24,6,156,153,31,895,867,1502,75,68,39,1162,1149,1592,512,748,594,1196,1623,1757,532,489,515,2326,2926,1637,1943,1892,2257,0,0,0,2,4,0,0,7,0,0,2,0
b4222,269,281,212,213,239,163,284,202,127,836,989,640,11,13,9,60,50,21,10,23,5,54,29,12,192,179,123,81,101,79,161,155,171,459,508,547,316,368,243,835,711,953,321,288,137,846,1167,690,0,0,0,2,1,0,0,7,0,1,0,1
b4223,4,11,1,3,7,5,20,15,3,15,18,8,0,0,0,0,0,0,0,0,0,1,3,0,1,4,2,0,0,0,19,13,4,9,3,5,6,5,7,8,18,8,20,15,5,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0
b4224,18,10,9,8,12,8,19,21,20,32,34,75,0,0,0,3,2,2,0,0,0,3,0,2,13,5,31,4,3,2,12,10,12,15,9,25,11,6,39,31,19,15,16,29,22,23,32,50,0,0,0,0,0,0,0,0,0,0,0,0
b4225,25,51,39,20,22,22,59,90,75,159,178,252,1,0,2,5,5,2,0,7,0,6,2,7,44,37,104,25,14,11,61,64,75,65,78,62,51,31,42,65,50,58,70,124,67,148,201,224,0,0,0,0,0,0,0,0,0,0,0,0
b4226,9685,8900,10567,1336,2398,1040,6306,8739,12440,5054,4876,5812,52,127,182,373,477,115,62,174,80,500,703,141,5628,2843,9144,411,607,684,1525,1513,9792,1396,1425,1636,11259,12919,6676,10471,11677,14758,6701,12713,13253,6386,5239,6788,6,9,2,25,16,0,6,46,0,4,3,6
b4227,154,187,124,323,464,189,1416,2310,658,4544,3966,7189,0,0,1,50,41,31,2,4,5,75,13,14,375,260,273,95,120,114,1138,1860,761,563,661,571,241,182,284,449,773,982,1624,3315,811,3837,3503,3355,0,0,0,0,3,0,2,2,0,1,1,0
b4230,14,40,19,34,46,32,107,228,40,311,343,542,1,0,0,8,3,2,0,0,0,4,4,0,35,38,45,15,24,7,77,71,112,69,112,92,31,35,50,37,40,69,118,323,75,289,387,593,1,0,0,0,0,0,0,0,0,0,0,0
b4231,38,56,34,65,81,55,251,438,107,505,600,870,1,0,0,18,10,2,1,3,0,5,5,4,69,80,46,36,30,24,107,190,213,123,132,143,60,74,87,128,130,135,267,759,110,428,554,874,0,0,0,0,0,0,0,1,0,0,2,0
b4232,1628,2101,1521,798,866,528,4950,5064,6262,4617,4968,3247,8,34,10,191,179,70,6,93,19,190,183,52,1850,2085,1988,326,251,264,2817,2315,3197,1724,2339,1697,2416,1534,3650,2599,2161,2194,4937,7173,5672,5671,5228,3732,2,1,0,6,13,0,3,24,0,2,5,1
b4233,3229,4040,3512,142,153,99,1748,2177,3026,1598,1887,1344,13,29,53,48,46,13,11,61,15,247,235,61,2138,2305,3354,52,41,51,972,883,1991,452,590,508,2550,3080,1867,686,626,672,1729,2768,3232,2187,1936,1688,2,1,0,6,0,0,1,28,0,1,0,1
b4234,2125,2334,1655,3267,4103,2803,5624,4515,2037,4878,5843,4144,17,35,25,579,460,306,18,72,6,219,182,61,1133,1424,1178,1938,1717,1240,4319,5644,1509,3402,3305,2621,1432,1646,888,5811,5595,6622,5879,5386,1814,4272,5879,3751,3,3,0,4,4,0,2,16,0,3,1,0
b4235,2959,3146,2797,3441,4422,2313,4808,5376,2948,4520,5030,4340,15,32,21,672,549,281,14,79,7,245,177,55,1620,1679,1845,1784,1747,1302,3175,3067,2800,3266,3350,3177,2660,2944,1859,9666,9476,10610,5010,6153,3158,4415,4867,3499,6,2,0,2,13,0,10,20,0,3,0,0
b4237,356,403,167,61,48,45,925,277,546,62,61,86,3,7,18,3,2,1,0,4,1,32,21,10,816,345,1241,14,7,13,242,229,601,27,31,28,683,494,618,77,99,129,670,238,467,61,73,63,0,0,0,1,0,0,1,2,0,0,0,0
b4238,9422,12897,7910,4960,3252,2571,15652,5247,9304,2105,2224,3209,65,54,185,984,352,121,15,130,83,883,706,258,17527,11982,26531,865,567,189,9263,11099,8255,1167,1300,973,14040,7273,10368,3396,3579,3123,13787,5212,10324,2090,2597,2628,4,6,0,16,10,0,5,87,0,5,4,6
b4239,738,2305,804,8,12,18,698,1111,71322,235,219,874,253,330,643,6,5,13,62,703,476,5959,4768,884,73017,37352,91261,1,3,14,339,290,48350,56,99,85,42360,39944,44826,22,14,25,736,2442,72514,316,199,398,7,6,0,48,8,0,2,17,0,5,8,24
b4240,6890,7602,4160,12,47,34,914,2304,104698,443,443,1466,587,836,1431,22,13,14,264,1772,1062,14078,11380,2677,84739,34145,144678,8,4,38,627,499,76288,159,186,200,89945,105075,46509,57,53,49,1144,6566,98595,621,411,694,12,10,0,163,12,1,17,70,0,17,8,40
b4241,238,381,161,26,43,28,420,388,304,252,269,172,1,1,1,12,3,2,0,4,6,30,33,10,243,369,162,19,12,18,223,278,307,103,100,80,178,220,148,150,207,173,402,550,310,256,242,184,0,0,0,2,1,0,0,3,0,0,0,0
b4242,1188,992,4822,187,219,135,464,417,908,275,361,460,10,16,29,31,24,8,11,43,2,305,134,33,419,761,1046,84,74,47,247,211,786,135,171,169,738,860,573,354,262,334,585,591,1291,335,352,456,1,0,0,1,2,0,0,3,0,0,0,0
b4243,6184,5610,4898,284,327,118,6326,9893,8806,10096,9551,12022,35,71,186,113,102,32,19,102,56,1321,1099,318,10966,7660,12319,74,56,54,2548,2647,14093,736,1243,787,5133,7675,11104,752,1246,1678,6187,16868,9335,11422,9753,13316,2,0,0,12,21,0,6,41,0,6,3,1
b4244,126,169,67,27,6,6,2711,9044,585,5880,4891,6804,4,0,33,2,1,2,2,4,4,13,14,34,198,82,261,3,3,0,44,81,10692,16,28,24,119,165,355,34,27,16,3265,18136,539,7156,5643,8350,0,1,0,0,25,0,4,2,0,5,1,0
b4245,290,305,108,17,4,0,4117,15008,2085,10159,9226,10232,5,8,72,0,0,4,6,6,6,21,22,66,400,175,379,3,0,2,79,134,21943,9,26,28,192,333,578,16,21,10,4498,25291,1620,13322,9109,14061,1,2,0,3,15,0,3,5,0,5,4,1
b4246,49,97,39,127,194,105,96,112,66,186,216,317,0,0,0,18,23,13,0,0,0,1,0,0,27,26,14,67,85,32,68,62,68,172,162,163,20,84,20,390,359,375,174,127,69,250,209,100,0,0,0,0,1,0,0,0,0,0,0,0
b4248,182,216,33,317,499,247,652,589,193,779,816,694,0,0,1,95,71,21,0,1,0,5,0,3,48,68,9,191,183,134,342,435,240,460,581,417,40,199,34,1190,1337,1426,620,540,182,703,623,318,0,0,0,0,3,0,1,1,0,0,0,0
b4249,47,40,46,22,14,4,60,74,60,36,41,37,0,0,0,0,0,1,2,0,0,2,2,3,37,44,50,4,10,5,36,36,63,13,13,13,49,25,25,23,23,36,66,64,75,43,48,24,0,0,0,0,0,0,0,0,0,0,0,0
b4251,133,144,150,27,44,16,111,120,157,60,83,47,2,3,0,7,8,1,2,4,0,13,10,4,102,89,99,13,15,14,48,71,91,41,54,29,128,98,72,92,102,141,85,146,133,70,53,32,0,0,0,0,0,0,0,2,0,0,0,0
b4252,273,456,254,94,98,63,321,265,327,204,239,205,5,3,0,35,17,9,0,4,6,58,34,13,332,381,267,43,35,28,327,246,312,136,134,118,295,394,342,209,213,260,355,351,396,209,228,126,1,0,0,3,0,0,0,2,0,0,0,0
b4253,64,160,45,25,30,27,21,147,75,46,108,73,0,0,1,18,5,1,4,7,0,11,0,0,104,110,48,22,23,6,71,81,29,41,32,28,16,18,9,44,59,42,32,66,14,33,29,17,0,0,0,0,0,0,1,0,0,0,0,0
b4254,244,39,15,4,9,3,38,27,16,12,14,16,543,321,231,2,4,3,162,308,276,4690,3954,1305,562,198,74,5,14,7,35,29,16,12,8,9,38,69,17,18,27,21,26,35,27,24,22,15,0,0,0,0,0,0,0,0,0,0,0,0
