,p1k_00059,p1k_00129,p1k_00749,p1k_00177,p1k_00769,p1k_00479,p1k_00030,p1k_00062,p1k_00746,p1k_00399,p1k_00766,p1k_00001,p1k_00091,p1k_00770,p1k_00455,p1k_00727,p1k_00498,p1k_00402,p1k_00739,p1k_00768,p1k_00530,p1k_00087,p1k_00082,p1k_00122,p1k_00398,p1k_00058,p1k_00171,p1k_00731,p1k_00179,p1k_00032,p1k_00103,p1k_00063,p1k_00500,p1k_00742,p1k_00726,p1k_00151,p1k_00745,p1k_00750,p1k_00751,p1k_00111,p1k_00180,p1k_00403,p1k_00101,p1k_00531,p1k_00088,p1k_00721,p1k_00121,p1k_00495,p1k_00004,p1k_00752,p1k_00028,p1k_00719,p1k_00741,p1k_00128,p1k_00095,p1k_00397,p1k_00400,p1k_00029,p1k_00478,p1k_00165,p1k_00456,p1k_00112,p1k_00722,p1k_00723,p1k_00085,p1k_00031,p1k_00482,p1k_00172,p1k_00083,p1k_00020,p1k_00108,p1k_00123,p1k_00115,p1k_00166,p1k_00100,p1k_00132,p1k_00003,p1k_00174,p1k_00747,p1k_00002,p1k_00527,p1k_00728,p1k_00084,p1k_00499,p1k_00113,p1k_00089,p1k_00480,p1k_00110,p1k_00099,p1k_00150,p1k_00019,p1k_00394,p1k_00481,p1k_00178,p1k_00528,p1k_00126,p1k_00738,p1k_00765,p1k_00094,p1k_00526,p1k_00718,p1k_00396,p1k_00732,p1k_00725,p1k_00533,p1k_00098,p1k_00496,p1k_00477,p1k_00393,p1k_00740,p1k_00730,p1k_00401,p1k_00119,p1k_00102,p1k_00748,p1k_00090,p1k_00529,p1k_00497,p1k_00152,p1k_00114,p1k_00404,p1k_00532,p1k_00767,p1k_00086,p1k_00109,p1k_00395,p1k_00104,p1k_00124,p1k_00120,p1k_00737,p1k_00173,p1k_00729,p1k_00148,p1k_00131,p1k_00027,p1k_00153,p1k_00724
b0757,0.686153793,0.468515427,0.873254495,0.357937076,-0.010722685,-1.259150166,0.979586084,1.141213399,1.009679358,-0.905964513,0.271768631,0.752963323,0.12748016,-0.199327231,1.049940534,0.692362274,0.840941127,-0.448626602,-0.49494203,3.200639777,-1.42185528,0.655968949,1.389277075,-0.036257473,-0.453003824,0.617781574,0.664878909,2.801249936,3.595408758,1.312253347,0.215615148,0.775577413,0.415053891,-0.527600424,0.289886969,0.452102379,0.972496299,1.105575041,2.866076248,-0.072379243,3.723536652,-0.10419547,-0.195440348,-1.192824228,0.222477929,0.595818539,0.070176913,1.892458402,0.541306297,2.659402767,0.957911102,0.757033604,-0.468297113,-0.734751671,1.225710557,-0.45302152,-0.884527331,0.900611826,-0.185071211,0.737058914,1.275305106,0.029435556,1.115005835,0.485458585,1.618103519,1.19810479,0.75494645,0.636207486,1.638168587,0.238609417,1.060458489,0.015794992,0.29686561,0.536200131,0.966629684,0.083342427,0.482300649,0.276545182,0.020013851,0.901715628,0.216320846,0.185125802,1.375378271,0.393614218,0.153961455,0.076299595,-1.477524326,-0.063974085,1.175849245,0.287009466,-0.101112445,-0.709480129,0.662558463,0.346537534,0.205443866,0,-0.369780718,0.574595511,1.202511892,0.19144995,1.22307209,-0.619804356,2.338881853,0.066539965,-1.599177938,1.055256591,1.940822011,-0.315785499,-1.292959541,-0.389628903,0.298583534,-0.394598319,-0.012191637,-0.229444607,0.042023565,0.015649041,0.267501473,0.881339735,1.050029941,0.146540929,-0.196629295,-1.449011821,3.33558435,0.564744873,1.185728894,-0.664334102,0.270185873,0.131920485,-0.060408487,-0.280194739,0.199776781,1.97004275,0.115925097,0.527932344,1.013729583,0.580019108,0.623882307
b3843,0.70579645,0.401880467,-0.789903747,-0.169176096,0.00225445,-0.083509081,-0.107132585,0.853242213,-0.608277668,-0.185896255,-0.192354308,-0.038899195,0.117552031,-0.061280984,0.268864135,0.300777827,0.677925507,-0.01730361,-0.105433143,-0.115273656,0.505761861,0.420042993,0.408088174,0.259608744,-0.019930152,0.686171509,-0.123746684,0.183576007,0.129289981,0.053026374,0.505537994,0.730790723,-0.590609477,-0.131230896,-0.259806255,0.0886919,-0.595618854,-0.678836756,-0.615139818,0.379377468,0.101906624,-0.024918796,0.364418373,0.683607825,0.128077611,0.071080569,0.223213007,0.435293656,0.226816338,-0.618537729,0.023239376,0.026345129,-0.197531017,-0.05655172,0.573278204,-0.135267305,-0.049199905,0.038908339,-0.220295355,0.166443908,0.363840114,0.31136483,0.335792093,0.032769075,0.217664812,0.018297474,1.191979296,-0.081927725,0.409164799,0.273909638,0.176017312,0.235515795,-0.207425295,0.170033739,0.41504217,0.410625543,0.214692199,-0.221427678,-0.845151034,-0.008157739,0.446667017,-0.092418813,0.393287554,-0.611630143,-0.220631711,0.085480699,-0.132321853,0.312712656,0.836751271,-0.153785904,0.234020269,0.004359665,1.12768841,-0.123897133,0.569868459,0,-0.045144663,-0.213588928,0.620109563,0.436005289,0.379784473,-0.098525995,-0.339970246,-0.146590795,0.422624594,0.85292986,0.492178754,-0.26533593,0.060975119,0.007629558,-0.16343514,-0.039929981,0.298910402,0.3675378,-0.826979532,0.077246918,0.489457356,0.698169224,0.591112436,-0.25971822,0.159382093,0.446730438,-0.025011453,0.305102731,-0.041762307,-0.208205084,0.499636593,0.2057982,0.268362176,-0.043292068,-0.228724904,0.245468725,-0.138321523,0.624788975,0.097438843,0.08060684,0.367501255
b1780,-2.158670087,-0.252586383,-1.847413615,-1.370409419,0.231058174,-2.074496509,-1.832415862,-2.121123629,-0.55623322,-1.33556867,0.170492882,-0.997665288,-0.266322889,0.221435623,-0.409119485,0.061534884,-0.37224568,-1.102650915,-0.550203154,-0.37872942,-2.316166347,0.47644661,-1.721543634,-1.129562855,-0.242870706,-2.141999182,-3.473528685,-0.404748824,-1.467902172,-1.448889056,-0.872716737,-1.76841547,0.70463884,-0.5017427,-0.507409605,-0.910403128,-0.564862051,-1.645991024,0.175843018,-0.921650004,-1.405901892,-0.567807638,-0.193522304,-2.056642556,-0.371955573,-0.898411138,-1.231407274,0.975853124,-3.364625285,0.062999589,-2.67528011,-0.285555019,-0.619502549,-0.567919778,-1.118758921,0.456281179,-1.196726795,-1.929346676,-0.105625773,-2.758610216,-0.055540356,-0.880512445,0.324675987,-0.180455343,-0.140484,-1.567747715,-0.829747766,-3.614231565,-1.884228177,-2.88326033,-0.508920475,-1.448803137,-0.190166326,-2.911862026,-0.141151614,-0.836276021,-2.832290715,-0.735597193,-0.01022031,-0.771436944,-0.561580282,-0.274921947,-0.018680597,0.729673208,-0.407601339,-0.499906228,-1.937555306,-0.845819178,-0.927345437,-0.390952594,-2.177961762,-0.991991785,-0.811934006,-1.382427591,-0.823661107,0,-0.721111876,0.567479461,-1.12088987,-0.86023814,0.170231983,-0.926817949,-0.737144264,-0.594014055,-2.128009599,-1.124604916,0.984830927,-0.111352806,-2.41520349,-0.429843579,-0.310062777,-1.232327945,-1.141085825,-0.376826231,-0.10822663,-0.334495332,-0.456973139,-0.237773835,-0.398857454,-0.055609819,-0.717927974,-2.130882187,-0.070350485,0.433585684,-0.178156872,-0.812287275,-0.773528494,-1.294121373,-1.152764389,-0.826549922,-0.87899308,-0.141721042,0.106739576,-0.76611603,-2.641571305,-1.112364747,0.050452591
b0168,-0.264464177,0.382885145,0.170064795,-0.39915417,-0.638018757,-0.468385623,-0.477424125,-0.168552943,-0.426331793,-0.761124062,-0.679800886,-0.247482022,-0.34734885,-0.543664227,-0.805330547,-0.20734232,-0.530161463,-0.448125591,-0.355261556,-0.537022304,1.24777291,-0.720311552,-0.907708552,-0.064625743,-0.783088414,-0.156096928,-0.448521732,-0.843669553,-0.874045432,-1.127153886,-0.523077719,-0.16083167,-1.376569084,-0.404697892,-0.483498972,-0.363649363,-0.398518395,0.166699258,-0.420738485,-0.257570683,-0.833267067,-0.501763257,0.029295529,1.18695732,-0.136009583,-0.081385198,-0.35651311,0.049071187,-0.266020775,-0.330906353,-0.59156862,0.109855483,-0.410749253,-0.364501627,-0.925839721,-1.080758838,-0.604442772,-0.542757821,-0.202080732,-1.353646104,-0.690064878,-0.205369509,-0.272677721,-0.245887738,-0.635536066,-1.053875723,0.038327435,-0.523056232,-0.896955091,0.802129262,-0.236552326,-0.144617215,-0.467500053,-1.073981347,0.055873065,-0.192363664,-0.251348587,-0.583685911,-0.284602549,-0.282728785,-0.221471303,-0.242738494,-0.726395635,-1.463067691,-0.618788181,-0.26001925,-0.450234999,-0.320372382,-0.334453336,-0.512309662,0.801880968,-0.616158958,-0.03621427,-0.439187598,-0.091251639,0,-0.262704269,-0.624881746,-0.957546897,-0.193145774,-0.15625923,-0.47712326,-0.768145225,-0.519988751,1.49219318,-0.403333862,-0.091960895,-0.246597782,-0.757357449,-0.299930162,-0.698798357,-0.378327605,-0.43265633,-0.024595714,-0.358448175,-0.395715299,-0.184317302,-0.582954367,-0.187474901,-0.563480938,-0.344079122,1.53584173,-0.628066166,-0.753423085,-0.142212686,-0.336860349,-0.462519033,-0.148633532,-0.282673086,-0.264944899,-0.603746341,-0.816412665,-0.358710072,0.577853219,-0.6154296,-0.520477368,-0.46784401
b4065,-0.407197232,1.121566295,0.830926074,-0.689871867,0.038518029,-1.455669723,-0.261648034,-0.123403579,1.50624426,-0.608840303,-0.107400038,-0.27704171,0.412177275,-0.102303124,0.647066614,-0.177086275,0.643503873,-0.542736993,0.422818472,0.082952012,-0.428063498,-0.383021314,-0.416224914,-0.104948412,0.136759104,-0.529475023,-0.500565799,-0.293184681,-0.298880798,0.345693502,-0.570054771,-0.178675672,-0.116487412,0.375531242,-0.299875278,0.510339886,1.46522789,1.199872307,-0.109211394,0.005838893,-0.18385773,-0.010542988,-0.573818776,-0.168635379,0.482814366,-0.167502611,0.290107304,0.336251867,0.02303791,-0.133150445,-0.278413563,-0.452321927,0.409652694,-0.715246089,-0.158646299,-0.04974355,-0.591776667,-0.149496272,0.201370238,-0.229374095,0.783546639,0.13919704,-0.405293304,-0.412084334,-0.263236131,0.33017043,0.705515964,-0.461313268,-0.518175046,0.898225821,0.348912988,-0.255921239,0.224287845,-0.401071613,-0.343688366,0.441234702,0.014154224,-0.780831116,0.746866445,-0.135817943,-0.28231047,-0.2384752,-0.033271681,-0.235768218,0.236590511,0.384349714,-1.321174666,0.028741409,0.116779602,0.436692005,0.745622359,-0.379859131,0.692582594,-0.762534589,-0.029002994,0,0.572206302,0.025328857,0.130899341,-0.146460498,-0.620864444,-0.503781271,-0.138861004,-0.400611458,-0.610706797,0.092313976,0.234176094,0.143396243,-0.267827017,0.473631005,-0.225800013,-0.478722158,0.566304989,-0.289864975,0.681999534,0.3094727,-0.29441631,0.608140812,-0.006288225,0.216349653,-0.051454598,-0.652612657,0.102041256,-0.428755873,0.654150355,-0.816052521,-0.627460488,-0.179313717,0.448181513,0.646410413,-0.565433458,-0.395811085,0.484362997,0.588977032,-0.440479289,0.144460733,-0.528794032
b0922,0.646830718,0.383871206,-0.450803023,-0.450307415,0.468945047,-1.306595301,0.212888342,0.553081963,-0.035071781,-0.085000919,0.228017055,-0.093273179,0.137680078,0.478965643,-1.054270551,0.401534664,-0.181131925,-0.053283562,0.442261216,0.621119302,-0.044764064,0.340347832,0.162660155,0.618271471,0.30772721,0.749694131,-0.517370032,0.569177987,0.044916369,0.018712303,0.303490801,0.716564455,0.058105324,0.405348519,-0.223170677,0.473658115,0.142961258,-0.308303428,-0.040633852,0.561770527,0.206758536,0.110004181,0.38479987,0.233035004,0.364451149,0.540928301,0.315022377,0.826980776,0.361930078,0.00266851,0.436671039,0.485301837,0.274728882,-0.11600689,0.460991426,1.057469842,0.04422839,0.135206973,0.174287047,-0.386933092,-0.993027348,0.526795894,0.255326341,0.478915131,0.072348234,-0.023413919,-1.141157041,-0.300604288,-0.015782315,0.19148699,0.120178061,0.584660181,1.199369444,-0.30348458,0.500921409,0.525206001,0.381170282,-0.265729969,-0.162662175,-0.27468585,0.468326119,0.473015328,-0.072274179,0.011688139,1.111445428,0.296146918,-1.239358727,0.381336595,0.978109691,0.490554788,0.595713125,-0.182757399,-1.100923396,-0.207084688,0.741621355,0,0.523080616,0.390938343,0.495604808,0.624960116,0.423844079,-0.456963837,0.445462488,-0.289562728,0.058143313,0.814942551,0.645209542,0.117515682,0.090829684,0.371368931,0.334264859,-0.300250691,0.470088272,0.268377416,-0.163444203,0.244423656,0.622290796,-0.351014412,0.593685574,1.138211067,0.093587185,0.014813052,0.335847167,0.376007382,0.318308757,-0.449198495,0.288350304,0.426976499,0.471796304,0.456697624,-0.463009237,0.475140363,0.479619358,0.325443656,0.412635523,0.268876679,-0.084283388
b0413,0.12035371,0.471737931,-0.795876884,-0.477366683,-0.060431896,1.704833302,-0.277908903,0.340424893,-0.612683987,-0.320327514,-0.16822172,-0.1917735,-0.049793937,-0.110541153,1.104891263,0.56558263,1.314139905,-0.332683473,-0.420645923,-0.46416146,-0.482578027,0.578445921,-0.843918782,0.290826739,0.10837332,0.067901904,-0.413281692,0.376418247,-0.18719704,-0.263240981,0.08352131,0.180003573,-0.272831335,-0.418473007,-0.25765918,-0.172939289,-0.641361046,-0.600096275,-1.002427292,-0.138557839,-0.178848791,-0.192293353,-0.102667115,-0.372915298,0.099179004,0.04324479,0.228139777,-0.113754793,0.155228269,-0.978222278,-0.102433435,0.0166811,-0.447014632,-0.597417386,0.019529252,0.224435059,-0.388091247,-0.336940259,-0.07627282,-0.3336433,1.353366845,0.173289368,0.397996207,-0.175314082,-0.851525464,-0.445168313,1.557323235,-0.471187389,-0.832820626,0.25576941,0.4593929,-0.022442488,0.176064319,-0.546030691,-0.041014839,-0.122399279,0.242689044,-0.596656058,-0.960050474,-0.209101054,-0.264473593,0.019007738,-0.90650018,-0.248731076,0.253712185,0.089383223,1.783081227,0.027799037,0.149544386,0.216103996,0.48940258,-0.148395142,1.45259495,-0.507637411,-0.184401764,0,-0.28063062,-0.312708456,-0.185081391,-0.157855487,0.469022992,-0.238930701,-0.267383506,-0.304060428,-0.684303168,0.249256961,-0.140256399,-0.115044911,-0.165561284,-0.248846787,-0.076474331,-0.371911846,0.38692063,-0.042445649,-1.112286593,-0.080131198,0.011087908,1.242010866,0.196310181,0.195592686,-0.036333076,-0.776987531,-0.109606106,0.409026434,0.467113432,-0.185272386,0.094157874,0.399714715,0.18828652,-0.178285851,-0.669035599,0.364003179,0.224808178,0.324369702,-0.084518648,-0.385585616,0.233425624
b3941,-0.54770707,-5.100992322,-3.038250922,-0.578989965,1.026323381,-7.411331669,-2.359780719,-0.435728775,-0.833647109,1.949763931,0.421039971,-0.81498501,-0.56575326,1.073239101,-9.682896098,-0.812811489,-9.707041375,1.506416861,-0.957731172,1.449683301,-3.843372872,-3.45696174,-1.563666584,-1.764170152,-0.101948556,-0.628142677,-1.523528869,-1.148460937,-1.603167485,-2.882065518,-5.715515547,-0.402370294,-7.539874057,-0.980666179,-0.736838269,-0.851920867,-0.623767349,-1.988255574,-0.91459678,-0.947749183,-1.496194004,-0.22822738,-2.262269094,-3.901603891,-1.392137074,-2.87333834,-1.673570697,-7.547360148,-0.150470861,-0.988409929,-0.371629226,-1.726046886,-1.051512745,0.003724824,-6.150438594,-0.061272967,1.986846601,-2.287222921,-4.127485468,-1.430683714,-9.673339307,-0.72715785,-0.637867561,-0.886917396,-1.308636547,-2.798133809,-9.950889669,-1.538890709,-1.547371724,-2.720658678,-3.220275554,-1.699154822,-3.981756245,-1.229342021,-1.008316243,-1.938674477,0.625634221,-6.529287837,-0.862022305,-0.851837482,-4.556981269,-0.994230719,-1.450471765,-8.07554572,-3.719859322,-1.426809473,-7.739364898,-0.961113361,-6.165805518,-4.371554131,-2.776151981,1.886156841,-9.727442959,-0.544571879,-4.095275428,0,-0.80110297,0.402813231,-6.053610636,-4.081989409,-0.952280863,1.433555681,-1.296903269,-0.803545658,-3.739740836,-6.730292442,-8.162951822,-3.889959036,2.060428661,-0.999565505,-0.896437814,1.462312541,-1.77254578,-2.284175366,-0.980136259,-0.641635401,-4.573721689,-9.557575341,-1.238456439,-3.969890054,-0.298713014,-3.638793469,1.495721841,-3.491646185,-4.216486726,1.330612601,-5.783011601,-1.623538183,-1.686990992,-0.857491684,-6.292341571,-0.979103566,-3.416698474,-2.588848759,-0.412762081,-0.598443399,-0.59498078
b3940,-0.501076519,-1.615127244,-1.62808227,-0.857905713,1.762169724,-3.264921254,-1.541721043,-0.324478742,-0.10902771,1.217423546,1.029326983,-0.716912205,-0.401665013,1.833208723,-5.054171203,-0.106940635,-3.97840093,0.705868943,-0.575983144,2.189211584,-1.394381328,-1.855673173,-0.858991124,-0.914607107,-0.571809672,-0.414071329,-2.154510668,-0.552581269,-1.47343651,-1.548110534,-1.669812665,-0.356420418,-3.429945998,-0.591330676,-0.661809951,-0.505985349,0.123197394,-0.964549162,-0.870480152,-0.618008605,-1.297864334,-0.604759345,-0.326822703,-1.242740812,-1.009259509,-1.571991748,-0.974160357,-2.736695998,1.366435352,-0.916414718,-0.062592681,-1.116012205,-0.545471895,0.030366713,-2.044890616,-0.652078057,1.402826921,-1.483142666,-2.040829269,-1.407722773,-4.957603663,-0.492886035,-0.103068548,-0.395346713,-0.543718948,-1.619829259,-4.511320799,-2.176770737,-0.783445469,-1.078717652,-0.962081893,-0.98601551,-1.913513233,-1.375870849,-0.184373136,-0.05374345,2.049594272,-2.607238669,-0.859805233,-0.542608907,-1.647977425,-0.400490754,-0.430339944,-3.51065958,-2.007928539,-1.118843964,-3.362797605,-0.540172033,-1.506339262,-1.738218747,-1.100320388,1.065855718,-4.579126547,-0.936531022,-1.232028489,0,-0.229424651,1.157529675,-2.042854821,-1.438086609,-0.476226007,0.441504082,-0.840899616,-0.545822123,-1.575871993,-1.513248433,-2.749993845,-2.004268378,1.24973067,-0.521700039,-0.379941794,0.605214756,-0.793682314,-0.377833932,-0.795738515,-0.360636087,-1.630022839,-4.032627673,-0.631202279,-2.062772037,-0.434887646,-1.627555033,2.09817469,-1.795019568,-1.482696745,0.247654677,-1.661328779,-1.116811539,-0.819954776,-0.225243766,-2.717901688,-0.269372365,-1.504566784,-0.463325664,-0.189298078,-0.825514349,-0.236531191
b0179,0.107109153,-0.650604479,-0.33190332,-0.052082782,0.173207618,-2.461954369,0.071664053,0.065170381,0.088940815,-0.392237183,-0.081576049,0.133667443,0.197030732,0.157683872,-2.641642057,0.125785549,-2.12075156,-0.253899661,0.159574445,-0.054732249,-0.621249521,-0.258341518,-0.66409526,0.362907835,-0.092405527,0.072246886,0.009413583,-0.05047179,-0.335567724,-0.067910582,0.10625384,-0.001507103,-0.931993061,0.108196949,-0.135732262,-0.084755926,0.016519912,-0.177034594,-0.152430285,0.208915853,-0.279133543,-0.23514718,0.425576502,-0.50233335,0.387024528,0.22061567,0.356577245,-1.321400993,0.489962116,-0.264816167,0.160725356,0.099314604,0.146404029,0.121750725,0.046762342,-0.230137525,-0.386250198,0.139453047,-0.333988126,-0.390217061,-2.577551315,0.366511878,-0.039034029,0.053278424,-0.567631478,-0.043409373,-2.496433591,0.044107449,-0.625939087,-0.774878646,-0.064181767,0.29285322,-0.151470795,-0.367490168,0.104579025,0.390723973,0.413347127,-0.281969208,-0.047089585,0.216216062,-0.862617354,0.04881188,-0.505337724,-0.809817543,-0.380114774,0.362615866,-2.47916816,0.258816974,0.372115183,0.021637223,-0.835654359,-0.423126393,-2.502651884,-0.008902366,-0.532907795,0,0.225609405,-0.108336126,-0.013758381,-0.699295986,0.081791719,-0.200839216,0.039791974,-0.114691171,-0.616728785,0.43296203,-1.352781828,-0.431617083,-0.186322437,0.172588306,0.015855862,-0.268258303,0.445975095,0.402983133,0.006325153,0.236334029,-0.775970905,-2.031033612,-0.094865097,-0.259092261,-0.202473433,-0.565775723,0.028721184,-0.239525933,-0.094046409,-0.103550143,0.164593925,0.28228212,0.379770484,0.174551017,-0.314260458,-0.053750005,-0.112450474,-0.598120984,0.120170068,-0.116708516,-0.094565794
b3704,-0.049409818,-2.613276115,0.375617938,0.89479399,0.619038245,0.027883901,0.537504633,0.492845045,0.294873301,0.217021268,0.311362768,1.247369146,0.136438619,0.633697072,-4.385481518,-0.05879283,-4.496503149,0.2176358,0.682744145,0.199933926,0.991965006,-0.308034015,1.007149218,0.202171132,-0.415650735,-0.206295964,0.460330128,-0.031313661,0.13171806,0.266228866,1.060341446,0.406030419,-2.306246739,0.687939309,1.067229299,-1.346379909,0.255332503,0.290537022,1.962622986,0.280293847,0.276311222,-0.961865671,1.407798946,0.939703378,0.013612061,0.531569393,0.291520341,-2.649448547,-1.106283477,1.925820456,0.276545273,0.699391576,0.667101667,1.089075516,-0.311470695,-0.52934749,0.36064376,0.696705623,-0.260983994,-1.099834128,-4.463876308,0.39437435,0.408339614,0.920659576,0.681925167,0.450494207,-4.833756122,0.431233152,0.982700041,-2.516055042,-1.597472327,0.018851455,-0.937274649,-0.802249227,0.474394183,0.134065827,-1.031441276,0.922474735,1.898201576,1.461414286,-1.278280594,0.514500581,1.000524709,-2.306631261,-1.494864003,-0.06006261,0.034062548,0.399236957,0.059484858,-0.312929864,-2.521550436,0.499224495,-5.842228816,1.014745058,-0.80965318,0,0.509154576,0.295225747,-0.347523143,-0.854560116,0.350049078,0.514692174,0.623172508,1.053042275,0.422949496,0.099042916,-2.753630454,-0.458541356,0.479984301,0.623342022,0.873518322,0.239879459,0.141379031,1.422789616,1.805948606,0.185072691,-1.359914558,-3.922166215,-0.863217214,-1.459277195,-0.41921062,0.599361639,0.374442318,-0.454626959,-1.596782787,0.575288243,0.996222662,0.006914356,0.218969365,0.454866925,0.839517124,0.078366441,-0.139692067,-2.3453383,0.222001759,0.015113631,0.496573188
b4161,0.02784071,0.634506403,-0.978637388,-0.112873995,0.031459109,0.064681431,-0.311414328,-0.089078802,-0.100314559,0.006189437,-0.077695053,-0.379048396,-0.033330992,0.103634199,-1.760025965,0.439200162,-1.261021916,-0.188843939,0.055585554,0.098386652,1.322175276,-0.084510841,-0.137117449,-0.012869544,0.098646787,0.007736445,-0.106482718,0.169659242,-0.128268727,-0.377989417,-0.380655594,-0.114651755,-0.889809115,-0.026927409,-0.2216817,0.497714361,-0.25909663,-0.818072754,-0.303883944,0.291609718,-0.137077897,0.0504197,-0.072744437,1.464551469,0.037181217,0.17688404,0.070052032,-0.487589942,0.21671433,-0.308395329,-0.133516711,0.081288694,-0.010322032,-0.312122938,-0.4755155,0.218324741,-0.073260966,-0.261751303,-0.071144891,-0.321947151,-1.5978165,0.175828269,0.112449002,-0.131169057,-0.043776028,-0.316170043,-1.693377851,-0.138611195,-0.189034829,0.181201217,0.276829202,0.112894806,0.484328082,-0.257303579,0.027078294,0.215821722,0.212027659,-0.41973348,-0.431732361,-0.159418611,1.561572946,-0.021502197,-0.053727723,-0.861327236,0.29406104,0.045788268,0.136713732,0.216065605,-0.026517839,0.720514751,0.100787285,0.004217691,-1.611660544,-0.09803139,1.898429453,0,0.025860579,0.11674535,-0.316762683,1.665051591,0.140364932,-0.439659379,0.014721954,-0.258360149,1.306529649,0.091453423,-0.511804554,-0.127701221,0.128773468,0.036806789,-0.024288195,-0.280739252,0.164431281,-0.067618984,-0.284471878,-0.032604026,1.779716554,-1.391612607,0.312779185,0.387540574,-0.002880399,1.349156619,0.081003729,-0.016154827,0.441888762,-0.181948463,-0.305445806,-0.055996136,0.168231688,0.071633194,-0.420848354,0.129407935,0.687127616,0.664438617,-0.152105991,-0.281910009,0.06347278
b1761,-2.218291918,-0.5752272,-2.949941763,0.42455062,-1.017506274,-1.853910817,-0.800984956,-1.304110739,-2.030900361,-0.37649739,-0.913842589,-0.43056944,-0.3799379,-1.062694474,-5.693974723,0.70787463,-3.94878261,1.15902329,0.40283058,-0.999061243,-2.013869731,-1.404721108,-0.36141001,-0.37136998,1.16521009,-2.176457093,-0.18729649,0.97889432,0.03152631,-0.33977026,-4.277056655,-1.333649172,-4.492621531,0.33387527,-0.973669927,-1.182949806,-1.970115112,-2.523782214,0.25230204,-0.999807156,0.04515391,1.21617013,-0.28521789,-1.559387375,-0.29198026,-0.41654762,-0.54349788,-4.369925209,-2.003407918,0.18114592,0.38196226,-0.46988475,0.32934661,-0.48934015,-3.943619584,1.09553688,-0.36139053,-0.761830826,-0.67153088,-0.63211133,-5.46292178,-1.024726089,-0.16820986,-0.35527087,-0.42767108,-0.3421877,-4.465528134,-0.22515971,-0.12332851,-1.504422126,-0.968772651,-0.48619464,-1.080566489,-0.65159106,-0.67592258,-2.450050962,-1.547395939,1.0750391,0.09334955,-0.27758689,-1.597742193,0.33433569,-0.18207446,-4.374029887,-1.00328946,-0.34199253,-1.920389469,-1.039557333,-3.636417896,0.62714434,-1.647140088,-0.49589681,-4.573333182,0.35708761,-1.442293013,0,0.0962216,-1.036191077,-3.875487511,-1.539091111,-0.36901276,1.05846277,0.8470659,-0.925689736,-2.026278615,-3.730230276,-4.3946646,-0.701051549,-0.17795862,0.40785417,0.01179814,1.17522007,-0.39633579,-0.26586723,0.11310911,-0.48982476,-1.488411538,-3.958645886,-0.901929501,-1.000240757,1.38969474,-1.995961027,-0.826236246,-1.385173286,-0.988373142,1.01330305,-4.320291188,-0.45142009,-0.50319959,0.06948416,1.10744467,0.54764444,0.53352303,0.37077669,0.41929527,-2.678486868,-0.63053806
