,heckmann_Acetate1_B1,heckmann_Acetate1_B2,heckmann_Acetate2_B1,heckmann_Acetate2_B2,heckmann_Acetate3_B1,heckmann_Acetate3_B2,heckmann_C13_A3_B1,heckmann_C13_A3_B2,heckmann_EVO1_B1,heckmann_EVO1_B2,heckmann_EVO2_B1,heckmann_EVO2_B2,heckmann_GLU_A10_B1,heckmann_GLU_A10_B2,heckmann_GLU_A4_B1,heckmann_GLU_A4_B2,heckmann_GLU_A6_B1,heckmann_GLU_A6_B2,heckmann_GLU_A8_B1,heckmann_GLU_A8_B2,heckmann_Glycerol2_B1,heckmann_Glycerol2_B2,heckmann_pgiEVO1_B1,heckmann_pgiEVO1_B2,heckmann_pgiEVO2_B1,heckmann_pgiEVO2_B2,heckmann_pgiEVO3_B1,heckmann_pgiEVO3_B2,heckmann_pgiEVO4_B1,heckmann_pgiEVO4_B2,heckmann_pgiEVO5_B1,heckmann_pgiEVO5_B2,heckmann_pgiEVO6_B1,heckmann_pgiEVO6_B2,heckmann_pgiEVO7_B1,heckmann_pgiEVO7_B2,heckmann_ptsEvo1_B1,heckmann_ptsEvo1_B2,heckmann_ptsEvo2_B1,heckmann_ptsEvo2_B2,heckmann_ptsEvo3_B1,heckmann_ptsEvo3_B2,heckmann_ptsEvo4_B1,heckmann_ptsEvo4_B2,heckmann_sdhEvo1_B1,heckmann_sdhEvo1_B2,heckmann_sdhEvo2_B1,heckmann_sdhEvo2_B2,heckmann_sdhEvo3_B1,heckmann_sdhEvo3_B2,heckmann_tpiEvo2_B1,heckmann_tpiEvo2_B2,heckmann_tpiEvo3_B1,heckmann_tpiEvo3_B2,heckmann_tpiEvo4_B1,heckmann_tpiEvo4_B2,heckmann_Xylose1_B1,heckmann_Xylose1_B2,heckmann_Xylose2_B1,heckmann_Xylose2_B2,heckmann_Xylose3_B1,heckmann_Xylose3_B2,heckmann_Xylose4_B1,heckmann_Xylose4_B2,BOP27(4gL Acetate)R1,BOP27(4gL Acetate)R2,"BOP27(4gLglucose, 5mM methionine)R1","BOP27(4gLglucose, 5mM methionine)R2","BOP27(4gLglucose, W2, 2gL cytidine)R1","BOP27(4gLglucose, W2, 2gL cytidine)R2","BOP27(4gl glucose, M9)R1","BOP27(4gl glucose, M9)R2","BOP27(4glglucose, W2, 2gl glutamine)R1","BOP27(4glglucose, W2, 2gl glutamine)R2",BOP27(4glglucose_NoTE_wDPD)R1,BOP27(4glglucose_NoTE_wDPD)R2,BOP27(Acetylglucosamine)R1,BOP27(Acetylglucosamine)R2,BOP27(Fruc)R1,BOP27(Fruc)R2,BOP27(Fumarate)R1,BOP27(Fumarate)R2,BOP27(Galactose)R1,BOP27(Galactose)R2,BOP27(Glucarate)R1,BOP27(Glucarate)R2,BOP27(Glucose wPQ)R1,BOP27(Glucose wPQ)R2,BOP27(LB)R1,BOP27(LB)R2,BOP27(Pyruvate)R1,BOP27(Pyruvate)R2,BOP27(Sorbitol)R1,BOP27(Sorbitol)R2,BOP27(W2wCytosine)R1,BOP27(W2wCytosine)R2,BOP27(pH5.5)R1,BOP27(pH5.5)R2,CRPAR1 B1,CRPAR1 B2,CRPAR1AR2 B1,CRPAR1AR2 B2,CRPAR2 B1,CRPAR2 B2,Del-Cra_Acetate R1,Del-Cra_Acetate R2,RPOBE546V(Glucose)R1,RPOBE546V(Glucose)R2,RPOBE546V(LB)R1,RPOBE546V(LB)R2,RPOBE672K(Glucose)R1,RPOBE672K(Glucose)R2,RPOBE672K(LB)R1,RPOBE672K(LB)R2,del-cra glucose R1,del-cra glucose R2,del-cra(Fructose)R1,del-cra(Fructose)R2,del-crp glucose R1,del-crp glucose R2,del-crp glycerol R1,del-crp glycerol R2,evo04R1,evo06R3,pgi1R1,pgi1R3,TCS_WT_etoh__PnPR1,TCS_WT_etoh__PnPR2,WT_42C__PnPR1,WT_42C__PnPR2,glu_glu_ale4__glu_403_13__PnPR1,glu_glu_ale4__glu_403_13__PnPR2,hot_tale_hot_ale3_30C__3_228_30C__PnPR1,hot_tale_hot_ale3_30C__3_228_30C__PnPR2,hot_tale_hot_ale3_37C__3_228_37C__PnPR1,hot_tale_hot_ale3_37C__3_228_37C__PnPR2,hot_tale_hot_ale3_44C__3_228_44C__PnPR1,hot_tale_hot_ale3_44C__3_228_44C__PnPR2,hot_tale_hot_ale3_mid_30C__3_181_30C__PnPR1,hot_tale_hot_ale3_mid_30C__3_181_30C__PnPR2,hot_tale_hot_ale3_mid_37C__3_181_37C__PnPR1,hot_tale_hot_ale3_mid_37C__3_181_37C__PnPR2,hot_tale_hot_ale3_mid_44C__3_181_44C__PnPR1,hot_tale_hot_ale3_mid_44C__3_181_44C__PnPR2,ros_tale_7_103_0pq__PnPR1,ros_tale_7_103_0pq__PnPR2,ros_tale_7_103_250pq__PnPR1,ros_tale_7_103_250pq__PnPR2,ros_tale_7_103_750pq__PnPR1,ros_tale_7_103_750pq__PnPR2,tcs_del_baeR_etoh__PnPR1,tcs_del_baeR_etoh__PnPR2,tcs_del_phoB_m9__PnPR1,tcs_del_phoB_m9__PnPR2,tcs_del_phoB_m9p__PnPR1,tcs_del_phoB_m9p__PnPR2,tcs_del_rcsB_etoh__PnPR1,tcs_del_rcsB_etoh__PnPR2,tcs_wt_CuSO4__PnPR1,tcs_wt_CuSO4__PnPR2,tcs_wt_lb__PnPR1,tcs_wt_lb__PnPR2
b1887,-1.721335367,-1.56013605,-2.677150621,-2.679066557,-2.136254757,-2.419695544,-2.682188405,-2.668107427,0.600638385,0.219249441,-1.209495917,-0.578124353,-1.038188513,-1.090546166,0.108541727,-0.108541727,-2.66742256,-2.633713835,-0.175635964,-0.220810078,-2.754050762,-2.753034562,-2.84575133,-2.735315624,-2.736091188,-2.710855846,-2.69722931,-2.732102784,-1.158966607,-1.111975047,-2.701674589,-2.708944289,-2.687730673,-2.709212639,-1.1205005,-1.639182497,-2.806293728,-2.837862248,-2.766522763,-2.808770683,-2.812310328,-2.812119403,-1.207862609,-2.22603049,-1.79466759,-1.758230633,0.451375434,0.810069715,-0.543900496,-1.582193343,-0.349104779,-0.124097497,0.681396201,0.728754412,-0.224798437,-0.416405656,-0.233720851,-0.487128882,0.781715002,0.35190408,-2.660445983,-2.721412282,-2.662820847,-2.608276534,2.893711117,2.831947233,1.76494305,2.008869308,-0.360634314,-2.213004256,2.387161841,2.048757614,0.941402237,0.205593054,0.869898456,0.92393182,2.023953148,2.072821189,2.97798611,2.499535929,3.353522171,3.178769057,1.652693263,2.113650765,0.317963853,0.230983547,0.752911121,0.269912345,-2.782299557,-2.328595284,2.858533463,2.516029674,2.235390847,2.666355973,-5.941543316,-5.971765113,-0.373560434,-0.611842114,-5.940813499,-5.966256222,-5.994818283,-5.975788183,-2.231068263,-1.439510664,-6.002638493,-6.027864253,-5.94006991,-5.933432413,-5.943393608,-5.895009411,-5.980459418,-5.982351798,-5.840882836,-5.90663526,-6.002117045,-5.970122874,-5.998128202,-5.993013598,-5.98674364,-5.986379561,-5.98885749,-5.890955104,-0.049009034,0.049009034,-3.952798935,-5.965719979,-5.213052895,-5.675209405,-2.821257838,-2.74440867,-0.03545165,0.03545165,-1.725584326,-2.118834388,-2.275034121,-2.431327395,-5.302870758,-5.262814427,-1.193151369,-1.0339704,-1.552387927,-1.769786894,-5.726310389,-5.764404177,1.634726914,1.463316983,-2.232226157,-2.67438469,-2.558810262,-2.443311464,-5.750253209,-5.731037931,-5.779822927,-5.680113155,-5.68585016,-5.67992224,-5.746942858,-5.786978189,0.560998361,0.21695807,0.884473942,0.675402183
b2494,0.385610673,-0.195170912,0.783525398,1.055560362,0.387244215,0.55769606,0.064832498,0.468874192,-0.301907207,-0.294063572,-0.191203846,-0.272323957,0.474461649,0.021026575,0.007909478,-0.007909478,-0.214621646,-0.180148453,-0.387980281,-0.443281969,-0.350722852,-0.386301412,0.041369466,0.435595095,0.056308751,0.523162629,0.325646945,0.258021912,-0.005739247,0.656439271,0.680786973,0.857003627,0.381797627,-0.011262572,0.625033199,0.563563693,-0.440837894,-0.473186639,-0.236673881,-0.280010926,-0.44700185,-0.446806239,-0.183691194,-0.248260043,-0.417087639,-0.422771,-0.191510382,-0.229785892,0.050635321,0.031399652,-0.043262126,-0.083746199,-0.386166695,-0.39052035,0.044154704,0.024568385,0.142774386,0.151589511,-0.296809574,-0.296074396,0.673394792,1.07753863,-0.209914493,-0.154146239,1.205678507,0.604455833,1.174199728,0.539507284,2.038501266,-0.036250114,1.515706806,0.612723504,2.074297806,1.194821335,1.42766628,1.782632304,0.075241086,1.2071773,1.40615828,-0.040395936,0.873192632,1.007789595,0.836475952,0.411639303,1.673865409,1.117562076,1.198853131,0.670137062,-1.016941053,-2.05205677,1.121682005,1.038330582,0.631535821,1.049324217,0.864283225,2.354237026,0.893670234,1.614277639,1.921027719,1.256501678,1.976187591,1.775500798,1.185153249,2.636565907,1.180124627,0.659417898,-0.122061881,0.237977567,-0.128610269,-0.969991377,-0.470379617,0.285550123,-1.075385803,-2.051908233,-1.73089675,1.557659548,1.777319033,1.858867548,0.91224663,1.689363147,2.222484064,1.563308956,-0.024892688,0.024892688,0.419941937,-0.501182164,0.396534291,-0.495302345,1.387936821,1.896224969,-0.06523758,0.06523758,-0.372021641,1.186218159,0.269421367,-0.875181861,0.886276127,1.203429166,1.044897559,1.068165795,0.032495928,1.16824777,1.178507216,1.516741203,0.292605254,0.167016346,0.892626362,0.812714503,0.825407905,1.581495708,0.125067789,0.676720933,1.024267219,1.62861565,1.269275413,1.496159302,0.746572412,-1.289094871,0.094003339,-0.543655072,0.652040238,-0.415808992
b2507,-1.248210495,-0.715020169,-1.55809332,-1.369136192,-1.395713328,-1.400071719,-0.235421349,-0.527893556,0.017827108,0.242930618,0.513453161,0.190296584,-0.326761833,-0.260164791,0.055876741,-0.055876741,-0.133404895,-0.340649723,-0.183152212,-0.074698753,-0.077342353,0.063688602,0.188017696,-0.177502523,-0.285292976,-0.067547406,-0.413182037,-0.216092336,-0.672452536,-0.462273026,-0.559692794,-0.50878402,-0.061587416,-0.149679094,-0.258506419,0.248745658,0.167468058,0.233371053,-0.0504192,0.021238729,0.269287087,0.251023078,0.080608212,0.418564031,-0.061327982,0.071385405,-0.209463248,-0.11952628,0.05277796,-0.349153329,-0.193101023,-0.114840922,-0.104263421,0.079113458,-0.182886718,-0.09088017,-0.328839501,-0.064257438,-0.271126411,-0.501962978,-0.654552959,-0.694415,-1.017948912,-1.057314772,-2.265086986,-2.120397808,-0.430576212,-0.376880522,-0.68031555,-0.635989674,-0.159090567,-0.512160942,-0.407234739,-0.584419956,-0.734814638,-0.951777016,-0.647417463,-0.573449025,-1.089753237,-1.224141364,-1.413382757,-1.579105622,-0.314771643,-0.575729337,-1.264228185,-1.217601676,-0.684947157,-1.029538973,-0.0076518,-0.745793889,-0.626612035,-0.780324062,-2.066673031,-0.975890314,-0.922019791,-0.355103846,-0.282473612,-0.470694143,-0.93277773,-0.979283899,-0.820132391,-0.804733311,-1.021177478,-0.76399265,-0.874790566,-1.305910884,0.064337825,-0.015735251,-0.125759614,-0.137063158,-0.830419126,0.179474263,-0.312087061,-0.420063398,-0.230434714,-0.296828923,-0.174667847,-0.817053844,0.849993128,0.816368645,0.487767036,0.442894121,-0.056712419,0.056712419,-0.154494401,-0.386091951,-1.082670265,-1.504688385,-0.909446281,-0.243943493,-0.141556014,0.141556014,-1.461188505,-1.872714041,-1.354164882,-1.086970769,-1.276329592,-0.880185661,-0.843111916,-1.381929201,-1.432397077,-1.572282009,-1.136722302,-0.878120116,-1.073767343,-1.213678132,-0.894946226,-1.135460437,-0.706708222,-0.310438855,-1.639148835,-0.949018492,-0.354179833,-1.066246768,-0.538278933,-0.466856979,-0.509089156,-0.499604353,-0.564956313,-1.361522593,-0.510970527,-1.124152264
b3735,1.553990755,0.181629665,2.222922675,2.255014534,1.67141065,1.617518174,1.195997599,1.32705329,0.580730241,0.677750254,-0.287395809,-0.291041275,1.568478723,1.186051889,-0.286211211,0.286211211,1.11848447,1.652199537,0.524232223,0.052173497,0.710061835,1.141301247,-0.262813477,1.019439334,0.678084076,1.222438804,1.095148642,0.341129819,0.639360368,0.323138372,1.413086985,0.762844596,0.45642934,0.94929174,0.718801119,0.655392894,0.381769183,0.043077376,0.829052532,0.384826925,0.318136986,-0.334643907,1.296554632,0.433289409,-0.104423731,-0.007021792,0.663877362,0.365163363,0.046842916,0.63038169,0.332031347,0.565248076,-0.025164341,-0.591493992,0.864847578,0.696791421,-0.009258923,0.59047959,1.682960574,1.147814984,1.895896558,1.179756384,1.896356627,1.941750293,0.088500838,0.449874292,0.656722857,0.466437843,0.066258736,-0.091911189,0.681149919,0.445206142,0.30589429,-0.218783758,0.180055254,0.139454278,0.515334233,0.308927135,0.71467925,0.472578185,0.479374219,0.492051529,0.429646221,0.588470625,0.387804861,0.448347263,0.203587227,0.161946703,-0.740825854,-0.66612893,1.228286627,1.152777806,0.307154945,0.358170865,-0.255452458,-0.178447564,-0.982392439,-0.792070404,0.566781361,0.659312279,0.947042239,0.441688005,0.993635206,1.334280834,0.103198521,-0.089622221,-0.148447151,0.020653575,0.523218354,0.298376549,-0.891463949,0.107041082,-0.007038391,-1.382051585,0.388772329,0.135807715,-0.04025648,-0.14069049,-1.128487821,-1.235851281,-1.12293198,-1.018901697,0.174815277,-0.174815277,0.066433738,-0.025184702,1.358799933,0.761367526,0.490376117,0.633537058,-0.048348829,0.048348829,0.89645014,0.82867691,0.357605328,0.635128737,-0.279273977,-1.056120646,1.066638622,0.458206843,0.277646054,-0.334973506,-0.394112352,-0.46136797,0.913633602,0.837973502,1.063541104,1.378660218,1.400276011,0.999799882,0.612831601,1.302821129,0.986974453,0.65405236,0.288943945,0.501383386,1.318020442,0.775711511,1.160605507,0.373657823,1.051168473,0.859671957
b3599,0.442833639,0.343705298,1.041984101,1.147180228,1.278293072,1.37270764,0.574084112,0.413276137,0.373675953,0.530782008,0.526128528,0.586167121,0.246158117,0.182269513,0.332252421,-0.332252421,0.376882938,0.510724681,0.073523633,0.113329347,0.823204095,0.68329735,1.099787092,0.835530864,0.65599473,0.706041863,0.725405727,0.903676015,0.353312873,0.694654011,0.606050487,0.455127749,0.926798803,0.920574172,0.757534898,0.53807547,4.093870722,4.232194473,4.912112959,4.888632933,2.741887684,2.655273237,4.744191667,4.816745793,-0.210748941,0.022419703,-0.03849023,0.122009679,0.443136872,0.150155076,0.511491542,0.631314372,0.82840489,0.73021274,0.00143147,0.152834843,1.46206998,0.946256918,1.002001473,0.983645853,-0.330813042,-0.410635222,0.053085031,-0.282671663,1.492569033,1.378819186,0.377198205,0.506700844,0.962378314,-1.320947311,0.701208813,-0.037184861,1.302680401,2.65590575,1.165652911,0.915775898,0.007493357,0.353184936,1.875263993,0.853532568,1.031904402,0.6444091,0.611201528,0.625631359,-0.551466246,-0.880146458,1.227560415,2.117487251,0.012373299,-0.954540919,0.744699643,0.102427487,-1.058538354,2.281532045,-0.777780093,2.370014268,0.583162774,0.922326008,-0.007948144,-0.402741511,2.9191148,2.76167746,6.954283664,7.189228105,1.976416044,1.63971251,1.722255986,1.719090798,1.513849846,0.659695152,-0.955514498,1.629485978,0.618587237,-0.830899137,0.637500389,0.672849548,2.416913195,1.330374249,-1.276687252,-0.37637808,-1.105023861,-1.180623807,-0.075002408,0.075002408,0.440686663,-0.073324033,1.408357343,0.960004187,0.185692811,1.132698486,-0.387443014,0.387443014,0.994256155,1.322343106,-0.524982134,-1.956244208,0.044535685,-1.01689443,0.63423588,0.543209747,-1.118532142,-0.863618875,-1.370320871,-2.184438055,1.198668037,0.544392605,1.002318838,0.964646705,0.563141984,-1.231035035,0.532047853,1.733406392,-2.961633649,1.077404115,0.244998959,-0.14146057,1.388834052,-2.361192841,-1.701431688,0.102232565,0.83633605,0.499376446
b3609,1.119688411,0.136727944,0.57924849,0.521841471,0.275427887,0.521637463,0.701239436,0.714724854,0.091898571,0.323769829,-0.462566438,-0.28046819,-0.111327578,-0.166808437,0.00175128,-0.00175128,-0.177117877,-0.429511437,-0.656026047,-1.049849039,-0.172326146,0.130878791,-0.79978588,-0.092999016,-0.490519017,-0.093213145,0.3324402,-0.616993233,-0.366991011,-0.123453483,0.583123264,0.612193904,0.277226303,0.513192218,0.56004781,0.982127657,-0.275264962,-0.463067693,-0.676191715,-0.775181657,-1.395401649,-1.043461171,-0.162470005,-0.30332337,-1.181460596,-0.883727435,-0.398000546,-1.118415832,0.663508425,-0.680632898,-0.701833866,-0.857174946,-0.714235466,-0.269927507,-0.574456319,-0.400507666,-0.51172242,-1.229090753,-0.831120057,-0.086943669,0.552721454,0.236580776,0.284055717,0.049958787,1.289028863,1.247890487,2.165800709,2.147436393,1.402901524,2.149472431,1.908126798,1.723017786,2.021557762,1.607321384,1.548263511,1.628886009,0.980097836,0.967130945,1.009383319,2.328512334,1.581418864,2.432235232,1.316406015,1.249331676,1.021932428,1.164975812,1.431895578,1.350932175,0.655948486,1.838911647,1.782743722,2.142955804,0.470338949,1.600108039,0.513977167,-0.962878049,0.311644363,0.193651871,2.087183447,2.222916284,1.949416321,1.262481717,1.785947967,0.320378569,0.413726537,0.654522668,1.765023642,1.774965296,1.540167576,1.331608748,1.063446158,1.059424593,1.968213834,1.524925284,1.645977642,1.849526915,1.607837981,1.618846813,1.089374003,-2.293902493,1.479743726,1.703687815,-1.946403066,1.946403066,-2.300490935,0.817703504,1.103801861,1.216702072,1.833485022,1.16737887,0.219122672,-0.219122672,-0.335228465,0.294972491,0.318318201,-1.353833472,0.478451738,0.743018665,0.573285483,0.567641139,-1.315780732,0.094559542,-0.533791293,-0.545358468,1.353111863,1.356718698,1.301490042,-1.384163292,1.492249313,1.107446338,1.041540435,0.023800924,-5.027448817,0.546479844,-0.522097866,0.17262706,1.921408076,-0.001894225,1.071157335,0.675431218,0.031222965,1.760893102
b0596,-0.276407217,-0.358188298,0.133711028,0.131770732,0.645295768,0.588912356,-0.160193589,0.513735541,0.320058956,0.273495021,0.305014514,0.333589525,0.286839876,0.276121674,0.012985302,-0.012985302,0.19304913,0.227204884,0.014386661,-0.040316546,-0.232603983,-0.23157984,1.959853537,2.488716336,1.484978557,1.514712084,2.63357969,2.172199934,1.539591604,1.142245844,1.667693513,1.292636284,0.634562587,0.694961189,0.35382615,0.325199178,-0.285262993,-0.317090375,-0.245173931,-0.287760053,-0.291328489,-0.29113601,-0.287470277,-0.350821479,-0.261888262,-0.267482314,-0.17887736,-0.216528048,-0.192696987,-0.211577461,-0.266291753,-0.248900881,-0.314089951,-0.318368908,-0.24437483,-0.263579378,-0.267234913,-0.258600419,-0.214693746,-0.213970241,-0.138290702,-0.199713183,-0.128432684,-0.073482659,4.630729161,4.349308718,5.125604086,4.878909593,5.906454785,4.442817325,1.486461641,-0.782950961,5.443010269,5.820412827,3.80841684,4.461479893,1.461685281,2.096904869,-0.904461861,-1.119933028,3.947693877,3.692169339,0.004345303,0.062583349,-1.521493326,-2.203512335,1.548105259,1.480593913,-1.817561021,-1.779419743,-1.086726285,-1.560444644,-0.853964683,1.264197586,4.496963844,5.454483405,3.350377384,3.273207386,0.790769875,-0.577147237,-0.10791393,-0.136536321,-0.944738703,0.169398573,4.081893632,4.372704838,-0.209782245,-0.715236597,-0.367977529,0.134654994,-0.514682254,-0.51798485,-0.279329291,-0.571018813,0.740856386,1.696176586,1.937502485,5.348000326,-0.293127514,0.903032087,-0.035862263,-0.053006884,-0.947550798,0.947550798,1.925592041,2.32623513,0.22630131,-1.061791683,-0.72037948,0.227179409,-0.386261534,0.386261534,-0.435336934,-0.43743421,-0.497744874,-0.45246037,-0.821678499,-0.816266413,-1.533295183,-0.41853739,0.89495451,-0.558881156,-1.516202575,-1.492813407,-0.462837137,0.907072664,0.502741394,0.408108458,0.295276248,-0.079366534,-0.596950099,0.479925857,-0.407684674,-0.199949226,-0.892386692,-0.61754419,0.903219244,-0.383922061,1.063210989,0.325490288,-1.193545135,-1.457699593
b0754,-1.606888351,-1.519853246,-1.40020004,-1.375769526,-1.779517216,-1.872415809,-0.296008034,-0.151165264,-0.312706489,-0.339114113,-0.998656624,-0.195706124,-0.2967457,-0.480811984,0.088851175,-0.088851175,-0.238871782,-0.142935476,-0.278584563,-0.400859963,-0.442884584,-0.414022249,-1.056484946,-0.927983046,-1.19614606,-0.906778017,-0.758655237,-1.26652894,-1.374245824,-1.376223079,-0.444508132,-0.608574592,-0.542115792,-0.277358606,-0.501498355,-0.642647493,-1.454332181,-1.560591657,-0.462978209,-0.22368974,-0.593999963,-0.53821802,-0.159753404,-0.503107796,-0.025728887,-0.379260537,-0.375253342,-0.176283326,-0.209805951,-0.447871964,-1.080225322,-1.013810791,-0.833697548,-0.777961505,-0.914201345,-0.781600366,-0.332062325,-0.378143864,-0.90130743,-1.100081684,-0.482178638,-0.36282252,-0.841281737,-0.862677746,-2.656764526,-1.950900959,-0.68677576,-0.170377939,-1.107777532,-1.631795488,-0.765622223,-0.874134618,-0.291765833,-1.014491227,0.106947616,0.377735803,-2.62830854,-2.916825424,-1.495635936,-1.382654002,-0.466495888,-0.538781345,-0.821220921,-0.16550461,-0.361314783,-0.32238207,-0.852629789,-0.397093303,-2.85651277,-4.052569763,-1.447172554,-1.668177783,-2.374438906,-1.499134934,-0.032580297,-1.380988983,0.72884818,-0.167966865,-0.747965124,-1.488974309,-1.477682953,-1.250286149,-2.487212358,-2.061549674,-1.500932617,-1.863070906,-0.507687037,-0.11360402,-4.647037526,-5.597015347,-1.892814315,-0.989824352,-3.534317889,-4.898503001,-0.637307437,-0.632193468,-1.020273977,-0.890996164,-0.968522081,-1.183944835,-1.22765664,-0.238089561,0.139126343,-0.139126343,-0.528665835,0.089274914,-4.207921694,-4.133799985,1.339042086,0.453930208,-0.110404494,0.110404494,-0.609938649,-0.681384152,-0.25486402,-1.483894067,-0.094773819,-0.489916835,-1.107370829,-0.765559162,-0.649129356,-0.685228371,-1.028110142,-1.009165669,-0.30538159,-0.383870502,-0.087139986,0.432883894,0.236986985,-0.095126559,-4.059569405,-3.661778425,-1.88832532,0.232296885,-0.51142066,0.251280315,-3.109145527,-5.594857787,-3.957523808,-3.951823289,-3.057488981,-3.766697234
b4147,0.607151743,0.524283513,-0.052514624,0.196755763,-0.482439615,-0.446337156,0.510203932,0.517890746,0.293250614,0.638112191,2.057503199,0.239624112,0.509123353,1.339756885,0.00777795,-0.00777795,1.994669204,-0.008780556,-0.180361865,-0.234709586,0.640082486,0.67514047,-0.022110147,-0.053526412,2.247596811,2.187164221,1.780949153,2.124166127,2.70584222,2.047742992,2.078499004,1.181637809,1.439522944,1.088879946,1.901668136,1.872675213,0.66487635,0.716956361,0.835343668,0.065462643,0.653285446,-0.321443347,0.183991024,-0.551042907,0.905097377,0.899413201,2.052845338,2.014331364,0.560843631,0.874396588,0.111475128,0.128953053,0.619265227,-0.103014348,-0.445461871,-0.464514896,-0.319232304,0.619485482,0.234336299,0.600384319,2.281046091,2.218192908,0.761543261,0.276574114,-0.566806997,-1.346474146,-0.225303924,-0.375090887,0.125216392,-1.853554906,0.4147879,-0.029236827,-0.551623851,-1.867899787,-0.74683816,-0.822684688,-0.942868422,-1.159872903,-1.077011862,-0.645412314,-1.342637909,-1.379633685,-0.786616913,-1.093780053,-1.312433921,-1.175360771,-0.259981333,-0.524608071,-0.239360246,-0.061017175,-1.178977521,-0.864791918,-2.227729926,-0.68075036,-1.172838094,-0.723430014,-1.034730972,-0.834230081,-0.50434594,-0.368486553,-0.347946599,-0.847731022,-0.530191616,-0.103075032,-1.587516536,-1.082997948,-0.707599016,-0.682819386,-0.198211994,-0.113845103,-3.103888433,-0.682032106,-0.264875716,-0.994109594,0.269595847,0.029464616,-0.75556823,-1.48077916,-0.853292198,-0.390991757,-0.940821797,-0.856422864,0.022478836,-0.022478836,-0.296224811,-0.829571376,-0.226323589,-0.085529653,-0.666796682,-0.611738091,0.276948763,-0.276948763,-0.133977406,-0.231235779,-0.079779467,-0.14560017,0.152367628,-0.131975475,0.181427121,0.326153691,-0.129168692,0.063267647,-0.310883109,0.004054406,1.319630303,1.725856503,1.212248485,1.215867456,0.697628384,1.437587506,0.135163967,0.315062901,0.404141178,0.253293109,0.331773644,0.476280396,-0.466752661,-0.127974592,0.818197888,0.949722272,0.807127969,0.733706197
b2065,0.386016331,-0.496758377,0.474001538,0.796934326,0.706574212,0.706541581,0.277734385,0.412610609,-0.91047052,-0.649105198,-0.638326268,-0.719406636,-0.091169961,0.306536463,0.257139578,-0.257139578,-0.458793061,-0.609857073,0.256197075,0.230965295,-0.120500723,-0.40840788,-0.507475753,-0.766557869,-0.714579824,-0.863879635,-0.71785636,-0.792891231,-0.164340955,0.528767986,0.199919223,0.428240353,-0.112073322,-0.240772959,0.302538307,-0.100991102,-0.292987822,-1.127225653,0.188374388,-0.075767694,-0.272678702,0.143788846,0.533706101,-0.95550201,-1.008537013,-0.659625659,-0.177764381,-0.366959478,-0.046258696,-0.27929828,-0.227545641,0.147109549,-0.481293477,-0.313490514,-0.498749805,0.083216361,0.254213205,-0.17504218,0.021708994,-0.014784382,0.003219225,-0.477304357,-0.278655978,0.020024409,0.632984098,0.129432351,-1.238443379,0.135676567,0.752059171,-1.279602149,0.250505599,2.30827778,0.671757103,0.21654541,0.173815198,0.640272243,-0.590224775,-0.123891185,0.301819519,-0.100900628,0.457473419,0.218061756,0.257370905,1.35342541,0.237189025,0.057602949,-0.252180584,0.508106493,-1.570512022,-1.835468032,-0.143611562,-0.175045977,-0.158172752,0.110320717,0.345327633,0.936377283,-0.319980971,-0.313534964,0.827710397,0.62467188,-0.247838569,0.464043476,-0.240648391,-0.258033497,-0.313431094,-0.588342976,-0.096830565,-0.067748758,0.580972287,-0.237915085,-0.139431401,0.209702656,0.412260846,-0.850611231,0.502162559,0.699400126,0.433247245,0.967101001,-0.18857992,-4.999804756,-0.203472603,-0.273475644,-0.013304541,0.013304541,0.135107791,-0.263529702,1.076324764,0.924978526,0.890477823,1.023907234,0.259206868,-0.259206868,1.841322725,1.791782268,0.655252109,0.426868702,-0.033087928,-1.339439389,1.526270937,0.51195896,-0.028650414,0.892715398,-1.020410434,1.173582801,1.008320618,0.513919779,1.16625521,0.727666589,1.234651117,1.096233537,0.215542339,1.26788712,1.077845302,1.173584992,0.480579219,1.547259761,1.641002254,0.733705905,1.188102811,-0.324958618,0.547422579,0.497815914
