,1000:1_0h_1,1000:1_0h_2,1000:1_0h_3,1000:1_24h_1,1000:1_24h_2,1000:1_24h_3,1000:1_4h_1,1000:1_4h_2,1000:1_4h_3,1000:1_8h_1,1000:1_8h_2,1000:1_8h_3,1:1000_0h_1,1:1000_0h_2,1:1000_0h_3,1:1000_24h_1,1:1000_24h_2,1:1000_24h_3,1:1000_4h_1,1:1000_4h_2,1:1000_4h_3,1:1000_8h_1,1:1000_8h_2,1:1000_8h_3,1:1_0h_1,1:1_0h_2,1:1_0h_3,1:1_24h_1,1:1_24h_2,1:1_24h_3,1:1_4h_1,1:1_4h_2,1:1_4h_3,1:1_8h_1,1:1_8h_2,1:1_8h_3,P_putida_0h_1,P_putida_0h_2,P_putida_0h_3,P_putida_24h_1,P_putida_24h_2,P_putida_24h_3,P_putida_4h_1,P_putida_4h_2,P_putida_4h_3,P_putida_8h_1,P_putida_8h_2,P_putida_8h_3
Redox,-4.488060273014545,-0.8364592139700858,-0.8975387379852453,1.2544495935345925,1.7480915136692128,-1.674850745466964,-2.058459231553902,-3.156731250796125,-1.2315775607063513,-0.9325454488629988,1.408581545537363,0.2476866611512906,0.8485392194569152,2.864597670913179,0.3547193217250475,0.7022235319370052,0.3550626737240543,-2.4739192298054733,1.1381545871761358,2.379342959304629,0.933894185887194,2.4396759391009364,2.485583597919395,1.7652049362553617,0.1302847798109002,0.351546573613376,-0.1270307390617426,1.4760343298074052,0.8608335459381099,-2.714424933971158,0.7083575674073554,0.7495155044340702,-0.2813174018982873,2.0173872174806844,2.777845323820803,2.4791072504414435,0.3727522046794252,0.4069519803683301,-0.7741544976901593,1.2630208826775693,0.873117664725964,-1.632966617985668,1.526422390013893,2.287329576413593,1.3596438232849266,2.594735117991976,2.230518384650608,1.873505430960272
Pentose and glucuronate,-0.6118952743801751,0.3851780302965202,2.906301161534489,0.1779547839998574,0.9161189809187548,3.2661367117352165,-0.3839837965042229,-2.285066463248949,-2.423591866975688,-1.6946627018581468,-1.7959314291706725,-2.649924547335021,-3.371933057934216,-1.0092520001079373,-2.6419851311305385,2.497606839400976,2.8192931539081068,2.6673484846425275,-4.281284321697462,-1.4375844446502324,-2.518738617502721,0.6768501322924028,1.0722040030533089,0.5573002488853933,-1.2632770324781413,-0.1583848933362192,-0.7569851971111352,2.2313226491147025,2.598984276212888,3.163325450643595,-0.7801620575103554,-0.4428738690175884,-2.272512817191922,-0.1397155296730959,-0.1281250085541311,-0.7090616414432942,-3.256156117016385,-2.657124094885548,-1.881757695490706,2.7783568269778027,3.0187583004121152,3.0746086644115733,-0.5315050045167234,-0.9924281173685832,-4.664696368673665,0.8516283352879241,0.2095662253748135,0.3929370432779958
GclR,4.903837835566735,3.1959245186806564,7.211360379713309,-4.701742656854043,-5.466816650275253,-2.321610778575522,2.188244543597364,2.0162546586315373,3.071918292368981,3.776744843212571,1.0107783931054817,0.6557066923856035,1.3638979868393108,-0.6011065381442746,0.9806463917488116,-3.1243831277199066,-3.218107472788048,-1.681439647267105,1.089132684743131,0.2124790199505081,0.5021234161655612,-0.4440023604362475,0.366592271760392,-1.1601237726112197,1.0050750749578814,1.1747757630272146,-1.2562594116426344,-3.6323855538731262,-3.429825373375413,-2.894506201660872,-0.2739632117003325,-0.8644305851849481,0.6217149749379068,-0.4682663457210583,0.6653696612790461,-0.6969800564257921,0.9425814977963526,0.9303390837010012,0.9988444609572872,-2.818506652145876,-2.985287064321174,-1.6340014395040987,4.282290843840535,-1.0891117292088763,0.9973662184432364,-1.2635548725792385,-0.2191698563994121,-1.5683715989658933
FnrA-1,-6.089094758406443,-2.8064289107815745,-3.595481096970328,-0.5526138330938611,-1.0529903721669345,-5.432111775670882,3.024180977612453,-1.0950650104195314,-5.196106868540915,1.003624784716745,0.950980217245022,-2.490170956549327,0.5858529603770766,1.141373884269768,-2.394271301023062,-3.409292942796985,-2.4689457379528266,-9.779712195394907,0.075514612649593,0.3906327731144963,1.7589460439536608,0.5279339759114522,0.2036543561653525,-0.1422303181511729,4.219049782615853,3.215415141746922,4.234353009983202,-3.127607754656759,-2.5938676106543523,-10.858948953869405,0.4382115232134189,1.1338494364159295,0.8118768457056645,0.02245764044974,0.6161670113358715,0.3011962823407806,2.055652593051562,2.234870205159716,2.198834483873496,-3.477780050786372,-2.908502766118828,-10.63650481700697,-3.4547340730522804,1.920463636564634,-0.2104904700375468,0.5401446602279592,0.0157278700099542,0.2175640794003943
Osmotic stress-1,2.689066993770293,2.445398162187237,8.033869800671523,7.664934243158654,6.287791433262047,7.072161212534306,-1.884112244451062,-1.6993444855877389,6.368359489454946,10.871612818550274,9.475581452465132,3.575535890432324,9.789886273546177,14.12788969129044,13.87652714701115,11.756177537359589,8.870049532507158,16.65242028082791,9.126794849744043,14.989893364518636,12.506856094588041,12.84188422975025,13.927478874352545,10.357334997200073,11.842870164776926,14.836936128447409,8.236551245758811,11.199880060151289,7.992593062274008,20.084904723457186,10.941568757881223,11.418043411973134,8.019002473415226,11.950645490177756,14.772909828573445,8.754385738894342,9.283248757200736,12.617063438483317,14.593075650121543,12.007712574111991,9.483402043782217,16.327162995424985,12.16543607583351,13.235210150324129,8.113457060245647,13.383808514391085,13.90570033105278,10.937355734292206
Phage-1,-0.9485303253699612,1.2333203354488351,1.9893617819924112,-4.174360330527029,-4.7425342955044565,-3.7946591925302817,0.449232086643356,1.7963760499389152,-7.7964116895434,-0.6138975622053543,0.3419952031165952,4.871141305829735,1.4476206776940104,2.074526739413204,-1.3008424010997444,-5.012911632021254,-5.5836116316756605,-5.307628983051481,0.0456250266007615,2.384500353011827,1.9410943710723296,2.807128435987965,2.616505880544472,3.3679644250202405,1.3205134891342287,1.3300134109228496,-0.3218872576641489,-5.445558628532883,-5.560058173287815,-4.86418527895562,0.2229950790336295,-0.3803786086594684,-0.1813046986613022,0.6006951446403952,-0.4655090099014776,2.069461586950705,0.566402537100624,2.058777777545393,-2.3505722856541817,-5.546099326067838,-5.793317185093184,-4.469712803683389,1.4219425559965817,1.995509554362493,-0.0682695696939187,2.3323889816244328,2.431314683732701,3.3736125351648933
Multiple stress-2,1.9102316383599955,0.2898714572849348,-1.2121422378023676,3.696258172264499,3.975548079643636,0.5575050287665704,-1.460488877388579,-8.114573455564592,-7.813524772813306,-4.1493674521348,-0.4197182206065055,-7.573863790662698,-0.2395429432739704,-1.3753406200457816,-1.7822900200902032,4.145119955268622,3.613122289738501,-0.4203187177198211,-5.390984222564994,-1.6140370916251574,-0.6433439650658193,3.2912502723495782,2.1130892002960144,1.0259179928932052,1.0746037193958,0.9247311669193152,1.4280898602731726,3.890894262384915,3.3796369336120784,-4.285023581821191,-0.2564684229413013,-0.4397588397934695,-3.3006575235001554,1.7110201336885376,2.302024219363937,1.0926728661814202,0.1521565302356919,-0.4510107391477744,1.8937122155974144,4.111760887356047,4.282436598721197,-2.4951543102042857,-2.972017002196338,-0.4123111222964514,-6.6958397001709145,2.7730117264943246,2.084982593108002,1.31768602200178
Putrescine,0.979896654730587,2.2844898284599373,3.2401418199760204,-4.017007856560121,-4.502454954232204,-4.350307213489339,3.440910855855113,6.6421941838313,-1.4203113610553282,2.033359868538948,0.3722112028372202,-2.16255081588488,-0.1618529442632353,0.454250398302702,-3.827535316598712,-4.203168762512329,-3.581071283120924,-3.508198330996378,1.2405951301093543,2.342024900276686,-0.4249998176672396,-1.6285041181847963,-0.4582739642701999,-1.037733182818746,2.528470394409788,2.1607110875013995,0.2993049646596947,-3.893439970302529,-2.569588778180078,-4.225182725269256,1.5247769342171351,1.3169019443311225,3.095211332369347,-1.1554485966356998,-1.8313928775106367,-2.478253015666118,1.2691145337774268,-0.0835009595527163,-1.214207570902175,-4.744346009243582,-3.4602076170940403,-5.730375077042481,1.0126096554095734,1.1799993267909823,0.3335436656453192,-1.6334437158321533,-1.2473031363005302,-1.318410175919312
Unchar-1,-3.309132601300975,-0.8830809701664111,0.197644890013422,-0.9362314192475284,-1.363587845666204,-0.6951584940684845,-2.1692002645192456,-6.880172323967762,-3.789417225567633,-1.399464887925153,-0.0711823260732825,-6.493430165228597,-1.9693235725169969,-0.3012880955748221,-2.720780601678164,1.143608761597659,1.3905359767788923,4.463513625258445,-5.431798344361535,-0.5922715412962993,-1.859319821598127,2.3167342259092814,2.7469858929473845,0.9994358660930596,-0.3770039269584878,-0.1253540819361168,-0.4743078148995235,1.025661446388528,1.248804184355093,3.4562268421949907,0.5100355288444124,1.0315708448599827,-3.464138129982362,2.51766633390202,3.1362242499817463,0.9771996207573004,-1.8895927881755936,-2.249147246419056,0.2054672530502123,1.3018442988808434,1.7166296883749106,4.46062363724434,-0.3860945233685908,0.1506905622717486,-5.690157444250101,2.4543056132188985,2.608823690068688,0.8508207001238549
Zur,-3.632252453181001,-3.4290697442923768,0.1992920307690283,-0.2221131605801582,-0.7535613049157783,-1.3092012481650903,-3.293984354114976,0.1340949647851528,-0.644905196245324,1.502468805852066,-2.445557797599939,0.9412260934521446,1.4616365840088337,0.6289794505938957,2.256551530581674,-0.1925124254246166,-0.3665497364569285,-0.4325444401122279,2.0575968545378664,0.6741593628969089,1.6125914875897644,-1.2829295755055727,-0.974070287944358,-0.5039569977361463,0.0028629468202333,0.1513612339265627,-0.2701586823742634,-0.93300368600844,-0.7318296095261809,0.0833504582628317,-0.916737592758757,-0.3978653985549552,-0.5056486288791782,-1.2568309337553634,-1.106198070475557,-1.0227824756827573,1.777808605366423,1.5678853178556995,1.1945591210512756,-0.4400997254784169,-0.8387489467775087,-0.2402682613270333,-0.361638026427635,0.1352505229821581,2.1320068416562994,-1.6617993492080527,-0.8881348994554082,-0.9238346333493608
Unchar-2,-1.1675172568714631,2.9718201090571177,-0.8785849344475587,-1.3983035044584575,-0.2739382367332663,0.0378642555505335,-1.5771393886030585,-2.471507404153363,-0.6512606093726562,1.469280531657203,-0.9253871471842392,0.1117412051818393,-0.111612062795203,0.9615235665046842,-0.2699653885695481,1.6778026496189846,1.5411414763702482,1.212618442966419,1.412188487604988,-0.4328863085047567,-0.6917920837816817,0.6861572032513981,0.7360030659350616,0.3546803782649929,-1.0799953135781084,-2.030384606087069,-0.9530275105299474,1.4341169536509015,0.0222437105194083,1.6153741473399046,-1.3861707793259854,-0.9032907027006654,2.1512645073633454,-0.0257116295433339,0.3926476629809514,1.2407125609387737,-0.4770031501030145,-1.337353782053274,0.2776182675649552,1.4920217612528943,1.118528673825811,2.663946064603364,1.4249375633697552,-1.0338172995194908,2.630645517621417,-0.9725500596251816,0.5448386930422648,1.4908493994790843
LldR,4.1565333233655615,4.084467621011735,4.758629026176048,-3.07552359876457,-4.244436323426018,-1.995244184730114,1.0256256739764769,-2.6156958428684405,1.6689789843516238,-0.7059970687285608,1.3006584085239514,-0.6745193702377865,1.6644843069619994,0.5033814409425436,1.2606967021506426,-3.638730058285563,-3.63291743411643,-2.636337216500537,0.6084020960149137,0.4175682978735888,1.7642330376988045,-0.3864524158601863,-0.3797364229944415,-1.2540216213153963,1.207118982444193,0.3397052737498196,0.996759072523566,-3.667784202886561,-3.3792477272484303,-3.578229149374698,0.4479169486359026,-0.4119818900283593,-0.9153522342557656,-0.5642559708444556,-0.8503132581282005,-0.9701160993393652,1.7818462821396492,1.2523535658103695,1.200557454607162,-3.101905928247416,-4.022058871890966,-3.244211274810921,0.5471464773537117,0.369445595058596,0.0244093946663447,-0.2483311113345139,-0.7403963786629792,-1.36593884835751
VanR,-0.1088334944241141,-3.1226827106404165,0.2678278686768971,-0.8427829328336386,-0.7600842678019083,0.8812351098509692,-3.0029138974491114,-1.6110880537300272,-1.139476212744547,-1.3254241673233298,-0.532823326418563,0.3796894401804903,0.3808174776863235,1.3754693885226286,0.4366694519417238,-0.0714826203393017,-0.7163340161579392,1.7760486954772403,1.853618013967784,0.3056147921303074,0.3771177163310454,-0.528231278076994,0.1722460019825076,-0.5489716615869058,1.0492382907580766,2.161119397138666,2.454543827524181,-0.3983036288770868,-0.748436834376018,-0.0967892080170856,-0.6684814567683082,0.7487460190549001,1.1977009707331157,-0.1109465464761949,0.4916883667527947,-0.7835937565721462,0.1392056982676686,0.2242137600031905,1.6049073538583958,-0.1993778492216462,-0.6623831881201128,0.3568627328079998,-0.9276795617630322,0.751799014292796,1.8896975561668736,-0.2023539977555218,-0.4082626720980372,-0.3670527776929749
Osmotic stress-2,0.3607295132917094,0.154140317133236,4.866481909942204,-5.871819188233973,-5.532899897236061,-2.8703428798261243,-1.5524497631781689,0.4094624081327681,11.165265329000205,-2.0199809969242377,-2.267756152419022,-6.074991034966437,-1.3322338468389838,-1.624075106556385,-0.7767502552138642,-1.7597733000263505,-1.6477835215626064,13.433003437564984,-3.481013873834049,-0.285847282661198,1.4004195765914556,-2.910994576396128,-2.4759258396544386,-3.2391624295532537,0.6163678393383725,3.3971529936918934,0.8645133504192981,-2.3266175718675166,-2.1341271264867543,14.45886065572801,0.0378763166378196,-2.540956787187614,-5.004135189215745,-3.792551287650204,-1.5255912875161606,-3.944162006645208,-1.2881810847727553,1.982995582198842,3.365157940969956,-0.564997703404555,0.3368306775846449,13.051819890997264,1.5495016244916449,-0.2671155816822474,-3.9933518230651712,-2.1839871724485347,-1.6925953944612044,-3.223447589178049
ColR,1.253225021476564,3.553934372343861,2.061489499234224,-2.2331324169675466,-2.315353131328537,-1.0833574605767025,-4.561144295510222,-3.947495923603064,-3.0143446818762496,-2.565337587139327,-2.830290352560995,-2.9346100620937827,-1.5035993739140714,-1.5961438533065615,-1.055104920746813,-1.6131720811315895,-1.52853089408428,-1.378983083079852,-3.6701528027684622,-1.5021321253562334,-0.1289668618639766,0.7740521533929823,0.2865092673187446,-0.2141274203570698,-0.1682690689635802,0.6889121290292038,-2.442354860842096,-1.3611986596270365,-1.1669872110707984,-0.4779105452112752,-1.4893389453917465,-1.133262771621317,-3.331306283050153,0.7796769306220371,0.4611468892095615,-0.6041848658828965,-1.3283748672621227,0.2955334266667868,-0.2374549792355989,-0.9089493127011412,-1.0002082006141195,-0.8695962637884503,-1.1194384995439783,-1.3888884634846113,-3.610419739770021,0.384986400742671,0.4389920465549908,-0.4030816511559263
Unchar-3,-3.6354579515600434,-1.3238798571337926,-3.741801257940543,6.816035800646305,6.455779132911967,3.486486500422413,-5.046514343635242,-5.474563822545184,-0.7594627753003271,-4.969475002918338,-3.0237954058389933,-8.558840761015698,-7.314588450999025,-0.6393215134658619,-8.911383447636895,1.318784713462793,1.8505437908458493,3.17171717388286,-8.291017111510344,-0.4606847004735088,-8.800995985278778,5.168643054798864,4.9857613569936525,5.074709646597099,-3.2312995457643536,-5.446430279236996,0.8598730581181807,3.7916345989441567,3.613012759774966,2.504808953239577,-0.1088314289993932,-0.2941431324858995,-6.710494010502126,5.478868669474279,5.051684342800515,4.834610390377332,-6.97587790242933,-8.614378317567668,-2.679926159487252,1.817749606312624,2.743888406212165,2.372534163880691,-1.5086520262720189,0.1154694260517019,-7.563637569101473,5.288385476483554,5.663263869202535,4.879473536542773
Exporters,-1.1514758161265617,1.0460710146079688,2.143583836316744,-1.546793535231675,-2.227783105502993,-2.268526530924036,-1.0362000496037869,-0.3494371345364455,-2.5175634129412616,-1.9032489425651296,-1.3551483340548098,0.5082881596806276,0.6159369830777965,-0.9562246854032604,1.2874577756076526,-0.0797512974967631,-0.6620435668439391,1.7272906598153766,0.3720069087340998,-1.4293946394593198,0.916907214728003,-1.032850849044249,-0.5471404465216938,-0.5670835689333628,-0.2276129846439246,-0.9870045863574596,0.0294560206570103,-1.5284566840872704,-1.7776232898644395,2.501939600456638,-0.8019506032234224,-1.601988414337225,-2.2875814848436,-0.1994698390287199,-1.320201713328917,-0.8677181439141242,0.4674510412475529,0.9552129589888269,1.6254896341544125,-0.4309826650127269,-0.2928775015623203,1.4516463684616645,-1.4467286747261303,-0.6181377726036984,0.3516383415125358,0.25711285367079,-0.6464063147544432,-0.3582265702606524
BenR,3.813525005627507,-0.2878904201845575,3.1394014564099857,-1.27051693696249,-1.255349010927188,3.874033397602156,-1.7704013004341448,-3.793878918504736,-3.875287210827481,-5.293149219358384,-3.1418509187183528,-4.616445159740379,-1.5852069413149668,-2.808856847670958,-3.24124665307541,1.7560248741993227,2.4515571464065955,-1.0470053670963662,-4.028090971133491,-1.930233290323446,-1.6516738201251446,0.0182893850286136,0.3535596788057026,1.3630174654033436,-1.0845613610433822,-2.7492009035234464,-2.8550320300467105,1.1993495543625594,1.5037925438472357,-0.4889600281412123,-3.836346123249673,-5.026897749273662,-5.555933874786933,-2.4732908789416967,-1.6614799986908857,-1.6854513711385133,-1.6348125485511231,-1.523704215393223,-2.346466785308308,0.7806698125683369,1.5589481938045568,-0.3767381481056022,-0.9534119870737005,-2.311229095589365,-3.776869522357124,1.0444043383101445,0.8724968465122942,1.229658610183899
PtxS,-2.162703141016744,3.603433013320812,0.4281190265984526,-3.009180910821549,-3.0934426478606394,-0.6921398276158561,1.7383567458596243,1.2319674542457428,-2.1553039287723155,-3.322554142608736,-2.257851331280561,-1.5609401803826406,-0.5998882278113965,0.950741156576329,-2.0233411072449843,-0.8239976551694952,-0.6342715499425744,0.5559731631701563,4.043676118979767,2.752711913252469,-0.7690035450299373,1.0028671536448772,1.2981638633885084,-0.2517444237673974,-2.127540426359481,-2.7073694304194222,-2.735339090095956,-0.9277718724157769,-0.54287796953463,-0.0168314860460954,-2.9756031434508943,-3.469083622432427,-3.064278673316796,-1.0440946546014749,-0.1025708931428898,-1.910184431309764,-0.467638726158148,-0.8295877388743598,-0.4930453826525932,-0.7840833529929484,0.4748401111753455,0.9253750268188516,2.868801189669828,1.560818709964019,3.505481297376711,1.5918947608545455,1.467462066260506,0.0092113448482581
