,1000:1_0h_1,1000:1_0h_2,1000:1_0h_3,1000:1_24h_1,1000:1_24h_2,1000:1_24h_3,1000:1_4h_1,1000:1_4h_2,1000:1_4h_3,1000:1_8h_1,1000:1_8h_2,1000:1_8h_3,1:1000_0h_1,1:1000_0h_2,1:1000_0h_3,1:1000_24h_1,1:1000_24h_2,1:1000_24h_3,1:1000_4h_1,1:1000_4h_2,1:1000_4h_3,1:1000_8h_1,1:1000_8h_2,1:1000_8h_3,1:1_0h_1,1:1_0h_2,1:1_0h_3,1:1_24h_1,1:1_24h_2,1:1_24h_3,1:1_4h_1,1:1_4h_2,1:1_4h_3,1:1_8h_1,1:1_8h_2,1:1_8h_3,E_coli_0h_1,E_coli_0h_2,E_coli_0h_3,E_coli_24h_1,E_coli_24h_2,E_coli_24h_3,E_coli_4h_1,E_coli_4h_2,E_coli_4h_3,E_coli_8h_1,E_coli_8h_2,E_coli_8h_3
Nucleotide Stress,4.27338345542324,1.847282865842338,5.244146877721537,4.119330281103911,4.479293233284864,5.57550607171575,-4.209162620905935,-4.6195109270706265,-0.6957526940634352,-2.8563656741896186,-2.0378323383990167,-2.656181307082313,2.4251568214839745,2.027363735717522,3.196544662940884,1.9787494155112264,1.110007542891839,2.2504289074550345,3.0801029042942742,1.3086996012341188,1.6080556941629636,-2.4449344333482235,-0.1035500079882889,-0.5235449469129212,0.9278524760688436,-0.7089911111162313,3.951178753344789,3.988214934578143,4.21692015345181,2.894277965136209,-4.228371225835906,-4.374460903583444,-2.577876933688904,-0.978785000945718,-0.5690575567803735,0.1908269625836106,2.370912591395763,1.1252597689125303,-0.6241583493620446,3.2457156578664748,3.5736297300025948,3.984340008555319,-4.1952034026914,-5.222545334089489,-0.3530997423959255,-2.6779309488042147,-2.2256436038060503,-2.09866529534594
Histidine,2.311335217969712,0.9808434009010202,2.3763451994632168,-2.697572896345424,-2.6024300528572395,-1.9761318799402487,0.0947704279046864,0.1332375420711493,1.2663660188056094,-1.0772589536539583,-0.9665833023805328,-0.6117146853506953,7.200493039030361,3.735666979392428,0.1109688913372866,-3.498433125948527,-2.362022516295758,-3.446581678815746,4.07937995337978,3.602959686851199,3.001252575727778,3.9068674565589694,4.002521729764474,3.2928001224425896,3.2706457247422978,2.3351168374404185,-0.1466694569233829,-3.331096831733358,-2.4473553581822496,-2.6069984683597065,0.5355290524390108,-0.5619605351755551,1.3028853095987596,-1.437383475530415,-1.0578839025544315,-1.333444711504054,2.1723867677650013,1.272570149445904,1.2802013252896811,-1.991533970694512,-1.7847154781267132,-1.6291119517833943,0.5561658213882424,-0.1640995913301854,1.7364348789690225,-0.8754057687710795,-0.8948032677918665,-0.33757634925675
UC-4,-0.4230463953645371,1.6298003401100944,-3.045963019311446,3.680666312506851,4.301561059037915,4.677046485811083,1.5122230700070376,0.2525284421903684,-2.323976271204818,0.9710932286760656,0.9099130303785202,1.0205660034124466,-5.2009951304474455,-6.362349068656039,-3.692556413887202,2.887320116155015,1.5580889861176932,2.12783020942318,-3.091708975342452,-3.2134781149838734,-5.842269159184736,-1.385504442130094,-2.855274959297385,-2.838816625394368,-2.7034440529407293,-1.1241560378220816,-4.002276330420875,4.657465575314784,4.203158977242049,4.1025261223258,1.680167427215752,1.87304758180718,-1.5449345611155465,2.642826917010531,1.6589245808590871,1.4101559282668814,-2.445325646127792,-0.2437326445688277,-2.36766488696963,4.732691467776621,4.519802655832253,3.5343757368538538,0.8699173458918695,0.6255676510556059,-2.037583053578672,0.8165288789667529,1.0156216119926116,-0.0277903170828723
RpoH,-2.821658896272232,-1.0925699028549565,-0.2427462280602407,3.77842751228722,4.377938386411998,4.994482513340797,-2.940315692677798,-3.044338157086167,-1.868822198312076,-0.1183854528114664,0.2003291381579257,-0.9248269396038632,-2.9703920434089177,0.8609053914872125,-0.6925406946019479,3.4593800472505287,3.463119641634965,4.704668606521666,1.7879416864526951,2.772106775213546,-0.8840805290894478,0.9338330646513208,0.2680736570859593,-2.3320544135111074,-1.1986187096449898,1.1300221155465846,-2.420046540890165,4.250155687155777,4.294922177977906,2.6005276198081013,0.6536529702376269,-1.6002770551192915,-2.436095118152016,3.750081141522733,2.713613048999393,3.7289878483903065,-2.995476615743491,0.6125176664171537,2.866376457427477,3.3926095688955744,1.1287181337555765,0.1408138585737388,-2.44842847101888,-2.6268358471014963,-1.2330908306550412,0.0151051563318861,0.4503036423669035,-1.32869385517716
FucR/AllR/AraC,-1.8911574926719656,-2.328398641030085,-2.901912245693424,1.206366969512544,1.2689301182531223,1.266470307748116,1.303047860011714,0.6003274195103023,-1.662077145909396,0.4210269033680411,-0.1976826744355556,0.6823575203902851,-1.865348064562279,-5.91695989582014,-2.215823980240644,1.2874024687753898,0.2603003155488217,0.0746247984585042,-4.24670460456467,-2.8713451783607,-1.8494913805276467,-0.1952638979201604,-2.3710741931674746,-1.4308955119163946,-0.954150789189421,-1.4757246546626708,-2.275904839000761,1.2604781215465937,1.2119061314629989,1.2817150537463524,-0.219953469920247,0.4737649928082365,-0.6824738683614204,1.0640585528415294,0.4206412508551905,1.1605327121531546,-1.9152096727494048,-1.6382248004128086,-1.4627917816077618,1.204011168777403,1.3684372479434277,1.61781391503552,1.870814701305635,0.6237409272040615,-1.3210221970124842,-0.4174006523703033,0.1017255755385315,-0.0025548942255039
ldrC,0.0708539385523937,-1.088748280303265,-0.2734958544898542,1.378636515272355,1.3519682567689604,1.1936388062609622,-0.7489828628106091,-0.9979801191209912,-0.706901476450956,0.4428361268831458,0.4251874719467058,0.6683998368153474,-3.205026126498184,-1.6344529063326914,-2.3214011513833688,0.865590055890286,0.9836177181723744,-0.431190281569167,-2.474304514590456,1.491256091376773,-1.119882299654965,-1.3908397171043587,-1.930082874307967,-1.597753834786625,-0.5126286546815381,-0.3015042023104867,-0.0726822448640589,1.7803408781899763,1.0827978379533645,1.2485265464982205,0.1306648717045151,-1.043415881412095,-0.2635464605830771,1.7174867251638413,1.2187845693593284,1.785235551935194,-0.8136823286443837,-0.816111057583886,-0.3484687501385442,0.9921764447181012,1.060760559516965,1.7042239507384358,-0.568121482139754,-1.1538544125465362,-0.7004244115564274,0.4027502053539297,0.8653619762643227,0.3304725696303225
Ferric Citrate,0.8291200953638385,0.2578204970223932,2.589562040451032,0.3155400100498648,-0.049244773638948,-0.0892687728096741,-0.7815582254766011,-0.9014744945919756,0.9812772736936192,-0.0522705877045768,-0.0786206660505237,-0.2393671772965176,-3.000026992159003,-1.4154606547290944,-3.964365541310848,1.2722598148334834,1.197775823402138,-0.1884068037429963,3.024877096295869,-2.0083616547544283,-4.674384300155289,-2.0628255446516497,-2.071545583254518,-2.644773701729429,-1.142988364220773,-1.1401736137996563,-0.2839031960467345,-0.2758321805179073,-0.1617687011400873,0.729533504338957,-0.2238748839169198,-1.506545411816977,-1.7582051505857212,1.111661435813295,1.3827507796448757,1.0801424234032573,-0.2352940617552978,-0.0930104777163177,0.3451649500001881,0.6958076669108765,0.2232772787931107,0.3890979778631336,-0.6511176331634497,-1.0682187453017309,0.0911677981625262,-0.0059842424387368,0.2073498767953656,-0.1071147571221364
Zinc-1,1.464910727076829,1.4176105858639056,-1.4614146471925085,1.2713313131306938,1.0160067769949883,0.7910604505168626,-1.0822007300958592,-0.784218999753364,-0.5232415615236317,-0.1001828971626286,0.4088398963141295,-0.5313241063553897,-1.7599628380130448,-1.682770042272938,-1.1565383543773755,-0.7890211067324976,-1.089934758662231,-0.8135322272964294,-2.7911003587275123,-1.515934243830965,-0.6067901781376356,-1.4123147371653164,-1.5651633298139154,-1.941840778968655,0.4731210141852157,0.783839916197906,-1.5266763968388313,0.9772664351868604,0.723822038291692,-0.074161804031836,0.0841591309959984,0.2380558820384757,-0.7217130877177951,0.3211559997150977,0.4946865568598514,-0.2231463935085549,0.4354324395703292,0.5025470146815268,-1.35644804810966,0.137711931581146,0.1190396735275405,-0.212960317625737,-1.265744736937202,-0.901516225437596,-0.4747673684070533,-0.3153156593483213,-0.147507700128731,-0.8848739104694221
Methionine,-1.9229199950834817,0.1452328536167276,0.1308364828290534,-2.715592113208768,-3.055428511490689,-2.6320232319065973,0.5747869491488923,-0.5330222539089896,-1.2937633076156336,1.0962837494217563,0.7924963862718276,-0.3886380591946606,3.246609995878729,4.04652510823254,-0.6998188795611575,-0.4213838905191744,-1.8471136315412469,4.168309000345241,1.5963758244244792,2.018268968137112,2.0823577369899384,1.7643089185760092,1.4856813810311436,0.4779392180692324,0.4711669394306949,3.8091291798497338,-0.8870081951134301,-2.2388940553518686,-2.7019752164529227,-1.8312047038880488,4.6476264233035405,3.564391880712633,-0.4074335057881512,-0.6866976289588591,-0.0243988856321772,0.1013868705047123,-0.7734500241613427,-0.9718255514718293,1.770255521007602,-2.488805453770108,-2.438015549628356,-2.2661224085783083,-0.0113305006599553,-0.7524350078002658,-1.889372215336741,1.7658372867097862,1.268857874189614,0.0881823499402693
Sorbitol,-2.7871488252918644,-1.4995284954258792,1.2503350269670108,-1.9101894318264672,-1.7905640491285877,-1.9498468029415088,-0.3170943959035694,3.0054203808132205,3.144870819612886,-2.1308095017338364,-1.815023886946346,-0.3797073428789371,2.8527250373278696,-1.0358765990703962,3.7699106438411154,-1.8706433390863493,-4.154369695861369,-2.1996793049341457,-2.135746804750454,0.8534699270859001,2.198251424117043,3.114222009871093,2.091204356019104,3.2908424693950247,4.418541452281863,3.5617848555849165,4.467081946282863,-2.1583094267953045,-2.183257790734085,-2.668454097936077,-1.3628998425899117,-0.2942037469443713,4.319634703358471,-2.4825536341326124,-2.25614300557624,-2.5495009087652383,1.2281711325547071,0.987066481015882,5.27302889413641,-2.52122192726558,-2.7502844277039618,-2.899583554372072,0.3327965759698471,4.362990984002217,3.6207890685311295,-2.05918073845477,-1.8627160884743428,-1.1262647298278794
Glycerol,-3.5115862046105724,-3.1538525313163244,-3.292810129500856,-2.944716647259688,-2.7761513910017355,-3.420443157842018,-2.81977371771704,1.2094193819021433,2.9803730427374657,-1.1410834633505949,-1.1667047521957306,1.8664368855336453,5.736128718751077,4.480469563900832,3.835996606947031,-5.905101170803194,-6.660860244783993,-4.5420486498768815,0.428202211091461,4.6088761514887375,6.670043352680873,6.250611405015427,4.311362870418487,5.84458246851971,4.411739608292544,3.017062885599944,4.906596304289745,-5.085386278599262,-5.359282613321377,-5.391049300431827,-0.0539460652007633,-2.2503634413558022,0.6730340690358525,-2.95519805325828,-4.7184556056426095,-5.242322189501079,2.570475194297229,2.4722577923567166,2.88807300540576,-4.460700002610424,-4.25612442504266,-4.143211158045806,-3.482821250328183,2.001249621361416,3.5926684929319768,-0.4156814938120037,-1.0874311550660338,1.7317758551402334
Nucleoside,-0.5625251737166627,-0.3276074936831067,-0.9454316486163749,-2.728358854554896,-2.505341419204477,-2.808002563074894,-0.5490013906554398,0.2455311611299786,2.210166313771593,-1.6465756285239683,-1.4142294638836734,-0.8193649047540709,3.889183955892385,4.678297045200993,4.318457990904467,-3.171270831999556,-3.144705062426428,-2.8094689854073933,3.2333737430750253,2.4502518560578928,5.8387735930642375,3.455133798556866,3.299694486840366,2.47662922030584,3.569711148683811,3.03119853197192,4.005607259555601,-3.478136246078212,-3.4883092830993307,-2.5595992569141632,-0.7180674256619467,-1.327250464493884,1.2262854155861849,-2.400840305988591,-2.074811183750792,-2.4644533089405547,2.156694307806334,2.245000740916647,1.2887684723407389,-3.296416117051834,-2.772312470828499,-2.648105977917682,-0.2072124350944317,1.0411677637169343,1.963218384608716,-1.038232235294065,-1.5001759594429922,-0.4173364331952054
SoxS,0.4101018057647989,-0.3426149318030262,0.6976334692672529,3.209425597689428,2.861618070665674,3.600885974314034,0.8796209811812696,1.0984191744565246,0.6065908761881813,0.8437703317288592,0.826629450213259,0.5210325912247896,-1.0005152957566326,-2.074407767372496,-4.251196983423075,2.954896540848791,2.4444281697922348,5.16386096231377,0.2698278401830104,-0.5546789756780315,-2.9427936930686216,-2.140891166555976,-2.95987756604781,-1.8623491372910528,-2.478931883851152,-2.2383602665353752,-3.9700019071511217,3.152669383334631,2.8698643504805585,3.837504482599537,0.6694821810499865,0.4557684812280618,0.1083043397148388,1.1823937651652283,1.5212649194859322,1.1253170939919095,-1.910017514509428,-0.313443754403621,-2.577090674455018,3.48427808316078,3.8459808494757257,4.436930221669392,0.9016369533759396,0.866924299773292,0.7708475660373604,0.8742786956757262,0.886126227423686,0.536011414973109
thrA KO,1.5328670177685289,1.3606038606491688,1.462787588003263,-2.0237649978082874,-2.0032100504592503,-1.614942499593154,0.9528078067115044,0.7703617442871573,1.1268952761201052,1.3998125872375502,1.5119709311317877,1.0963034866321182,-1.5963745001782914,-0.9660274375166388,-0.7953516176312913,-0.9665949534169012,-0.7425965336497367,-0.5155384578073778,1.319845790346618,-0.2480747880208304,-1.0324384638842266,1.0898451086993304,1.6204628588368788,1.569523803484322,0.1952611846066877,1.2622572024804133,-0.9735841087277564,-1.6033954951122764,-1.6158795131183694,-1.4580887302428391,1.9312444168576155,1.2340472247363952,0.8879449384501161,0.466940552994753,0.8614109923775706,0.5255149114075784,1.303744023461074,0.0154557951197095,1.4087593744439202,-1.5314090147896349,-1.436341518398225,-1.6764857683031789,0.7452705931367228,0.7713585619445972,0.900860355768526,1.6884041579968905,1.4881553401661565,1.400487363776381
YjfJ,-0.6435373802694115,-0.4251306148804854,-1.6939064053784958,-1.4861761346657332,-1.6799091847827574,-1.8502990408665485,0.7320327311946565,1.1697597477245338,0.0636812800308455,-0.4055638562660382,-0.0467995753439401,0.3017463353362414,-0.3955557363011615,0.4290604050812481,-3.123697569493749,-2.111286751256894,-1.6483564790516998,-2.139382024695704,1.542472746301318,0.5728097237341756,0.0090094130327942,0.5232793922051121,0.440929738515365,0.8301089608828165,-1.3017359071289234,-0.3585501577131014,-2.001452379061248,-1.783443528061856,-1.8840677658660767,-1.6675824469393123,1.2619529863435108,1.47111177314962,0.4702301329420051,-1.0941266744230356,-1.3897049037847768,-1.2489186032530717,-1.6524298501369032,-0.8585033784872205,-0.6585121159369915,-2.2204448117113627,-2.148386150944434,-2.335968745583279,1.224217254740462,1.3897318010084496,0.3383057275546617,-0.7175049130014499,-0.3685560086615169,0.1787847741089172
Lrp,0.3085171472744237,0.7165906629856373,1.4391562811639949,-1.7944109236975725,-1.8561477169700056,0.0244758401474383,1.1050936330505408,1.000173972914557,1.3332540340876888,-0.8545471450117906,-0.7934145433144444,-0.5162198506551869,-0.3645337150702012,0.9721483864172232,0.2070608347687582,-1.6510331932116176,-2.339053318769098,1.0055494353976024,-1.3550163449710189,-0.7456022109804548,-2.0330877977434616,1.9424242336887323,0.8916890199418926,0.307783592221053,0.0192521237458781,0.2207375481970175,0.0556007581313805,-1.496004015821461,-1.081456116564444,2.06780016113194,1.1373824823325902,1.1052901102178327,1.4985794579497358,-1.261141087541329,-1.3792498764912366,-1.5149640154702195,0.8707310960570647,0.7912062851442765,1.5291981435992343,-1.9045958549414663,-2.462066939978671,-2.506293971284743,1.112363607636114,0.638831541082014,1.3114065099718295,-1.1549190148775232,-0.8702638344145182,-0.3062866440034885
baeR KO,-0.3682929178243519,-0.2241616991237056,-1.0038066159466985,-1.3294963875749883,-0.9996514413171628,-0.7388688093249137,2.264492305521941,3.204889862720382,1.947115548435025,-0.3295533452267767,-0.2665885342482132,0.0136649651306466,-1.3476043581830526,-1.4957536233128392,-0.3309915344364347,-1.2619280759516986,-0.733702362273972,-0.8752722995997128,0.0561744701342799,-2.7209641015044963,-3.248548828797732,3.50544686122841,1.491199960186517,2.8319102307149584,1.9900244720813167,1.5251038389316487,0.1960576633325996,-0.9916710427300822,-0.793828138542529,-0.4758241400298946,0.6980685298357188,0.9995291900368196,2.8553010014350493,-1.049946277794881,-1.6422374942232238,-0.7781805756065331,0.1736477030237666,-0.7058886753301192,0.9453986598385068,-0.7750142821217262,-0.8897837236334035,-1.013570583264112,2.1460203589880704,3.1953176758661708,2.116527276289104,-0.4981732728658647,-0.7159150381838543,-0.0618160961795308
ydaG,-2.0113190877156235,-1.528828145071813,-1.077727351079684,-0.4516639874694956,-0.4372037245860122,0.1328800117797041,-0.4631381397782843,-1.0076705724463753,-1.6177930982534916,-1.5806285768261874,-1.4432169173302427,-0.6058727570732211,1.3389672867163824,0.8548388461255326,-1.6411990041633022,-0.7913289764046825,-0.5441897561539526,0.8714325228137276,-0.0478618327650057,-2.7872577360803605,0.3350771763484585,-0.6186367556814373,-0.4856635196053369,-1.160982077024327,-1.2690119428119009,-0.8609507006349446,-0.7096535581687637,0.3927454307326395,0.6887971526502799,1.1937509062413243,-0.3634633737928106,-0.6744499609688663,-1.4699614571663322,-0.888712283438394,-1.234354798191282,-1.4866971260990305,-1.1754715581844506,-0.8785322859119016,-0.3629118223231378,-0.049855628923791,0.1517271417945617,0.0316319503765008,-1.0390678012700758,-0.8860042232476886,-1.4858699257348644,-1.002542505704609,-1.4119888778484548,-0.4809195237780878
ldrA,0.6718635816719148,0.0225126751634764,0.4440202983137763,1.189897815144012,0.877162319750989,1.0372175070257648,-1.7787680319817312,-1.5960883898029756,-0.4610367897559715,0.678107675037729,0.289390394263962,0.6386456916182707,-0.0322857806094583,-0.3575554362116749,-2.0742985418304576,1.534147640712367,1.5688302192354902,-0.3693710061384188,-1.6689234005089308,-1.443889783122768,-0.5136240239017313,-0.5321317028297177,0.7614849725841947,-0.7490071292359053,1.589660944907218,0.3110488085322832,1.060464204451569,1.1897104922954462,1.5139926538435056,0.9026718245085562,0.1461958809546822,-0.7775867342085794,-0.2507287678832316,0.907214653918595,1.1489325733557696,1.4618465827740037,-0.1618779042127506,-0.0564843935920516,-0.3105318689626844,1.480825038396537,0.9293012763812136,1.0487579185982354,-1.2450512496045,-1.6646750317251555,0.0901720969886795,0.3708970356126676,0.4531331091032866,0.6125547244845522
