,1000:1_0h_1,1000:1_0h_2,1000:1_0h_3,1000:1_24h_1,1000:1_24h_2,1000:1_24h_3,1000:1_4h_1,1000:1_4h_2,1000:1_4h_3,1000:1_8h_1,1000:1_8h_2,1000:1_8h_3,1:1000_0h_1,1:1000_0h_2,1:1000_0h_3,1:1000_24h_1,1:1000_24h_2,1:1000_24h_3,1:1000_4h_1,1:1000_4h_2,1:1000_4h_3,1:1000_8h_1,1:1000_8h_2,1:1000_8h_3,1:1_0h_1,1:1_0h_2,1:1_0h_3,1:1_24h_1,1:1_24h_2,1:1_24h_3,1:1_4h_1,1:1_4h_2,1:1_4h_3,1:1_8h_1,1:1_8h_2,1:1_8h_3,E_coli_0h_1,E_coli_0h_2,E_coli_0h_3,E_coli_24h_1,E_coli_24h_2,E_coli_24h_3,E_coli_4h_1,E_coli_4h_2,E_coli_4h_3,E_coli_8h_1,E_coli_8h_2,E_coli_8h_3
b0012,0.0,0.1479202853397962,0.0,0.4071764370861058,0.3462213569005392,0.278797572175691,0.4514376648518018,0.2907569344964023,0.1601470852579872,0.9934752946482412,0.4894161888285853,0.3452496979762648,0.0,0.0,2.642154824336074,0.0,1.818447891469442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1821190042260065,0.0,0.0,0.8536762641434743,0.0,0.6558075609376427,0.5221336392489868,0.5650799499352374,0.4754868395816631,0.5331253910441709,0.3769788905106507,0.5673241913479083,0.0,0.0,0.0,0.3948994499405052,0.1887712994506895,0.244489799990073,0.1268944018113121,0.3171068554019479,0.0,0.2299723115777383,0.1144662351314742,0.3701087419772368
b0013,0.8836773890313092,1.069199145017057,0.0,0.2635493425414163,0.2217259951536886,0.0,0.4144325553611737,0.5932465667529596,0.8111618013166442,0.5189374916320145,0.0,0.0,0.0,0.0,0.0,0.0,1.410345766134628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1497410446305978,1.106878675708529,0.198797754127172,0.0,0.0,0.4421304366816823,0.0,0.0,0.2179451777239884,0.6125337645083863,0.0,0.4767517254780631,0.184619168016863,0.0,0.210927813326569,0.0,0.3177090670149948,0.3668292079580233,0.3968075083934917,0.1391180107499307,0.3477852138018571,0.1442207670758812,0.3622717002762338,0.0
b0014,7.305303456976149,7.771467944472674,7.634621113219877,8.171664093932861,8.423457410153148,8.378048275404367,7.118050854137064,7.282184823413189,7.425054440363853,8.050837930636652,8.267581696290344,7.652431209000473,6.908435635700907,7.675131318452649,7.5867245400860925,8.413444042835268,8.376720481392672,8.17302930357239,7.693012418800401,8.060319412684489,7.52039150105189,7.959592117001406,7.437736444202601,6.980327662861461,7.662813973207474,8.293270272361925,6.873489082244397,8.21173406723297,8.32733702150688,7.515461165843774,7.968998846167062,7.2285865092100625,7.165996630649006,8.893718782123512,8.79708376272641,8.946444052805013,6.967445611082264,8.01291604763452,8.309814066305897,8.226714051086848,7.798148423640818,7.271873817861878,7.226495471962129,7.432732465023724,7.509025425024951,8.161469414350922,8.212029481409537,7.222453917604691
b0015,5.127707093720339,5.248842673719995,5.68391946048211,6.172199937098294,6.333196088223415,6.390856564997031,4.457373449336603,4.770200706701785,5.387041575599018,5.391344208559443,5.677863450462417,5.142590384155535,3.483484385224701,5.312933718539567,5.284068592205628,6.309111928369297,6.114609536520052,6.2610502282956055,5.749925719134238,6.061512929317519,5.03708801555131,5.5538480942678525,5.299869756272569,4.743216518614216,5.193270234213181,5.437465653539679,4.889134993867218,6.2912076945296045,6.308356958844567,5.4736687046408905,5.245066028190793,4.708034244739546,4.85719911988095,6.339299050817789,6.33611073000849,6.46526704224689,4.388307987492645,5.320716384338708,5.356475475176121,5.8856992673923205,5.3616694120830966,4.994425968231588,4.579353988842958,4.681671195312427,5.467410664414058,5.36957223478049,5.43959252415817,4.837590875258235
b0016,1.7825351004144268,2.0479999915796303,2.554269154632023,1.7626593647247502,1.900694565241828,2.3151245001988614,1.788899131879096,1.930625543655913,2.2099109436476945,1.814203947896452,1.728391388648074,1.704986860886213,0.0,3.41166945892617,3.168931489723274,2.05006756366924,2.595093222108736,1.5618305510535264,3.39886746781193,3.156882110319076,3.816113471354514,1.5348265623948278,2.5215260690136114,1.4380124554154032,2.2563411715567216,2.102185370693706,1.7014150350669013,2.305300374055849,2.3024344736589297,1.6186943785378614,1.8065632608971744,1.2004950462988773,1.8002043411159343,2.062786806272199,2.185758294782372,2.5651516930886027,1.635440766401102,2.24984300169026,2.413078354393692,1.9586308043379368,1.6608791401661864,1.130210845612019,1.9066668717768815,1.7729427317084736,2.318122179493679,1.9023575608662,2.064863725018201,1.8374557489097427
b0018,0.776335622991238,0.9065547158867936,0.5911148076057996,2.4395429595184006,2.6337328074262647,2.295522169035537,0.2852651343337207,1.7379345373334945,1.1018623669933114,1.5964909736179678,2.1515306826598697,1.9521426065085157,0.0,4.766696656286902,0.0,2.4203086359670123,2.5608645542813324,1.7904237687781488,0.0,0.0,0.0,2.1653788091427857,0.0,0.0,1.5472129708785205,0.901963794880631,0.8208727626918347,2.338029766686846,2.462209677888162,2.0060547290068507,1.8175643530358268,1.6004548055663954,0.3850199086506699,1.9424854403786307,1.9210429331357797,1.7425944132143634,0.3300500353647981,1.2725993029849134,0.37354321038874,2.0443256416902016,1.8763317804957491,2.2999632831101944,1.057337843591313,1.6710729195850738,1.3369766516199844,1.5871020725298846,1.5951975775753393,1.6382587175421273
b0019,4.762189831765899,4.855184763334852,3.987855935986048,6.745494195922433,6.725553127503533,6.858284374931997,4.820961893224228,4.8905413943081575,4.258827404077881,5.557165295810794,5.7106195613039,5.516162918254543,3.732865926614562,4.6619981013291785,4.918514372102631,6.571953041924198,6.695557776053773,6.6298520012666895,5.028824313616852,5.064779949774894,3.769803645788686,3.9976463397288575,4.452292302380488,4.625964723711945,4.795451097777143,5.020400439415,3.989860624156604,6.74321671604213,6.80949475222638,6.328649228486603,5.166177114129654,5.330479673835847,4.902403956307863,6.243473414500775,6.212158702313667,6.278680185843764,3.72474947791134,4.518585160890347,3.768045081203217,6.445111893481175,6.331310725876064,6.338927839816722,4.811616612436413,4.574019420028128,4.396715386888166,5.519993180891823,5.664434987836622,5.596005573180277
b0020,3.386428223770344,3.7182674206947546,2.9410040659316325,3.0094227232193607,2.9254807120292785,2.8945673807126937,4.277831511582294,4.441455242022868,3.887631248829736,3.624068151552129,3.6495624923711674,3.765229888542888,3.3060072849435245,2.944801987359864,3.366855454159836,3.6010065318305062,4.125872589324776,3.607387506005728,3.9947100406299128,3.7484675320522394,3.736083614683982,3.7196670346353535,3.631789768638256,4.029762820614157,3.447821666448081,3.893598930887484,3.2720516285133656,2.883437788074408,3.3252885041306808,2.559586327984055,4.243963436872781,4.169233041468864,4.182853873770108,3.365759403372357,3.5970728741669475,3.5821569263277016,2.955858510022884,3.1846462860378466,2.890663049458257,2.991230970743202,3.362542661855145,3.35979093853166,4.21290871413107,4.264437260530608,3.852488991914183,3.5821994667750845,3.557877837764754,3.879733294635213
b0021,0.3980748553488329,0.0,0.0,0.0,0.0,0.2700700645863692,0.2430211041913434,0.397488092609336,0.1548480149660518,0.2416208214812121,0.3113660557673083,0.1244617251409614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.958543998680898,0.0,0.0,0.3258774298224068,0.1851460379134437,0.5346991400358981,0.0,0.0,0.0,0.0,0.3120552304618502,0.3302886215691869,0.3734462158566258,0.0,0.2194761628534974,0.3979685186018674,0.42881811606569,0.3201936356421896,0.0892812858325992,0.0,0.0,0.3303070262343343,0.2150159621935144,0.6073549696690712,0.1174855210479294,0.1105959714149958,0.1345005626627859
b0022,2.983172720969023,1.88924501897844,2.2277568301446107,0.0,0.0,0.0,0.2240824567553764,0.4663638090872173,1.400773952123957,0.6922369462990877,0.6362588233644861,0.0,0.0,0.0,3.176710541493223,0.0,1.185562863544081,0.0,0.0,0.0,3.824054575718632,0.0,2.092122390067637,0.0,1.2419104864863768,1.6264070819870189,1.5151362938824504,0.0,0.0,0.0,0.6447265811760036,0.0,0.887623742309542,0.3459729546042763,0.3387038771156835,0.3702978301086801,1.8950747066495832,1.1631405397658088,0.5242284540680089,0.0,0.1679887243896075,0.281516808398341,0.981210733361986,0.5050493124288639,1.2358542704634354,1.0371616514256257,0.3556431103618568,0.718606643231798
b0023,7.323834745470022,6.967009244464542,7.255583557076035,4.722817170119578,5.022559292481609,4.872381864324207,5.025540498651267,5.188965956486497,6.6878277221288585,5.8270962585929125,5.98244557805819,5.645000183614995,7.593292671374092,7.813129058850509,8.409875544042666,4.90913742579994,5.720657958986489,3.603814865634528,7.799892861921777,7.424533229960826,8.389947210216247,5.851820653530858,6.892439848567272,6.650203075732099,6.323251103363223,5.858161311968327,6.597363044112818,3.7657138612611374,3.9553645170874,4.646417394090332,3.959540184572114,4.420671232761805,5.9886175685319145,5.370247589037365,5.585429096447824,5.850041720374427,7.377835234181175,6.876031800375978,5.957020526757408,6.106701439292404,6.24351654993328,6.476036871777479,4.736879340209661,5.277401428818496,6.926306199789869,6.155458799756203,6.027000179226776,5.960241880023752
b0024,2.095154149684383,2.322225229375028,1.3097023221043955,3.689758284998645,3.55449086763585,3.916716600238807,3.3840290347631994,2.9429704296794794,1.497144831968629,3.287976607205733,3.560677776829436,3.515632420480733,0.0,0.0,0.0,4.245589273582588,3.961805983394015,3.0030734264484846,0.0,2.99852159530576,0.0,2.493295893290617,2.669023394851019,3.9115590509368303,2.0346329735637148,2.741526336646935,1.9602275333385584,3.948637221009093,3.4616384099127253,3.071075098806205,3.069931795054373,3.331153702968824,2.7638837080915533,3.580843407244512,3.4166436194806336,3.7160479111938938,2.505446793110484,2.295943959871424,2.9792608947666506,3.924873781061916,3.565283751143884,3.450855922648915,3.4152431055479244,3.1390643355362906,1.5781351471747818,3.101473279589319,3.6827297907775263,3.770658230951936
b0025,5.47963744202204,5.638850404057723,5.399472830207208,4.017822965304182,4.030381991645175,3.574338083804933,4.479686737404941,4.892028996113027,5.380510355793519,4.872952257121867,4.927756640494349,4.425350046906395,5.758579325388278,5.458746631524646,5.345257417089133,4.101104144699024,4.141908216249615,3.911343330768696,5.550490693142173,5.231470960959375,5.522810674971536,5.037790619373934,4.95200699244114,5.309051842701297,5.307076708024123,5.298497810997812,5.09071056692331,3.4964363511274925,3.4852362783384865,3.3579454946121383,4.189616279295597,4.190467611758152,4.845451043675991,4.375521905780756,4.613200090415998,4.392426406668714,5.521685544647863,5.192831114262236,4.785220946325369,4.337265745234511,4.261105980200887,4.239188059524886,4.368182762790764,4.752453223172172,5.363361550797983,4.895345357793716,4.783356303990844,4.636053401294928
b0026,5.934929423043342,5.8131650531231,6.166056991423781,4.838916583097365,4.653568948979983,4.7818474433749705,4.94684993372411,5.108737380373446,5.866704923959576,5.39315934449874,5.464182017525952,5.321055511462455,5.774962907820706,6.1405491653571085,5.777012974230762,4.663989591077836,4.713456235327534,4.371336980569433,6.176022521847096,5.884742019581944,5.687034605019454,5.950369464609581,5.910120937160672,5.626481333567055,5.834033593888597,5.7379399530895805,6.258825572861161,4.432226844885412,4.53444246112571,3.6315639313498576,4.7780467224560415,4.382704270485364,5.651775812018431,5.092507721986385,5.335467273808115,5.284829359622979,5.941295262216562,5.967586957137846,6.291794742686984,4.663398999206562,4.426084147660494,4.383453227250925,5.17442624488377,5.267098153121055,5.914830908049855,5.6321754163415125,5.460033380192846,5.546878507431696
b0027,5.145137550237911,5.093751323065414,5.10777415600404,3.858254387584158,3.890407528263398,4.232280617925423,3.665949275811522,3.945255478868837,5.033374088545132,4.21432074882067,4.502731224195337,4.152866397173541,5.486725506862031,5.371695722955796,4.506939215879997,3.952999114401013,3.630881994977559,3.862662943750235,5.565272312658153,5.355497985925707,5.706054564202019,4.907086095778058,4.980439610697631,4.6944863933931975,5.197649381424816,5.150237097545444,5.151378966877407,3.4895134284307603,3.5077401056827537,3.186399883370674,3.323520169710968,3.32004353609782,4.798618027230116,3.967617428839479,4.238897635322132,4.3658296171429845,4.744668817285297,4.825260232690181,5.138482891232712,3.984767848107948,3.884261246838124,3.930750138477441,3.66334195578577,3.752873945505062,4.834070822335207,4.234621529008654,4.355670864173895,4.481457639040153
b0028,5.294520721550454,5.255392834902222,4.784739295164025,3.3562527009405607,3.417387020770456,3.2845684614515696,3.889994921864571,4.009486146697029,5.181144095255752,4.185737658042017,4.210858538590833,4.178623734338294,4.386435992117271,4.517810260830231,4.049131463772305,3.7003119360333456,3.617363342965372,3.910452036955359,4.685191192964,4.942412193882646,4.929818756044908,4.568970228637979,3.796825421383541,4.567899367151857,5.180034986576978,5.036009206178978,4.838637000310229,3.1285954404270147,2.9341238538655388,2.7416195771449856,3.2577449650980217,3.4387521509098926,4.776537640830862,3.8203748892147855,4.023383313064167,4.118590133181538,4.7147908391637605,4.610648430055143,4.65778541547615,3.561116606529055,3.5259111435856707,3.599942709000276,3.7109101041052375,3.7110597024986296,4.940773409475853,4.355855619620649,4.269214796107426,4.427438531077361
b0029,5.297083918322589,5.394333525368493,4.964291061494532,3.3846788594842017,3.4780565939334576,3.381924995879228,3.820178253568301,4.126480131228331,4.924355976446167,4.076495283093713,4.088632498495588,4.040272770579503,4.932166393212145,5.099689285330332,4.2144550703650845,3.7448929789787457,3.635846788881423,2.7992704539856543,3.551292823978702,4.580279952448235,4.189567037405298,4.186045515862637,4.32018190043725,4.513368080332832,5.14744039846892,5.171408574511002,4.7464571891461445,2.8510972945969537,3.288470279246893,2.640732079358642,3.386286032672773,3.1283020178683243,4.3823337068031805,3.89887052579341,3.986800675712343,4.198010638213786,4.646188176866645,4.641730990844939,4.525079523018713,3.825167135175174,3.796214242186692,3.6569954720603866,3.798380325510077,3.813411000687312,5.024486343653459,4.242467271200701,4.20661322538189,4.198936972060211
b0030,2.5533716027712936,2.464178753593984,2.371331655770525,0.5112331258501756,0.7923551572507886,0.0,3.4864375933404887,3.9406742911609385,4.480400008726024,2.1779683832102803,2.109424922280131,2.8745880638888703,2.6396839182453857,3.998005161864664,4.432432671104865,1.0167617749765614,0.8632982626857522,0.7634671845972597,3.588796267967859,4.784016598382235,3.726435721261696,4.806767827969274,4.498744988788319,4.896741706050855,3.4913465595242954,3.1287994337134566,3.7090615373547178,0.0,0.4365020729231179,0.4002604310918447,2.0807140808022018,2.182375319897801,4.560560097161565,0.9635294177767644,1.536431861538342,1.7221005699705043,2.646385350299129,2.9164028582471477,3.53701370106286,0.4807460218323232,0.5080952624461126,0.683473008455898,3.4716069891158114,4.262167875348742,4.517178683675317,2.661770020799229,2.105895745120728,2.7517672234245527
b0031,4.432527787264282,4.333574127730371,4.1509527435937255,3.4857024657629467,3.141424422394443,3.033566314840939,4.290772021283131,4.702574813896243,4.599941929812027,4.061480665729784,4.207989842369596,3.915319071745031,4.295962810900329,4.788175812728863,4.254282638142028,3.08865493517242,2.834613105958719,2.8667186985696835,4.090300347191448,4.345802261805977,2.775011201923366,4.601025220458363,4.26755538220842,4.316712765197384,4.502993347773022,4.775760109899333,4.122006010439255,2.7481930999003747,3.119133432867126,2.919544946134519,3.9890155975120223,4.019583189250603,4.546968309032132,3.797314022537941,3.903851350369836,3.642005973934117,4.460312352661732,4.361782282862384,4.13041953121236,3.479259182098485,3.524029816650241,3.575605022884089,4.369363818281001,4.530213677870759,4.53603550050021,4.081683169461507,3.9727002510625273,3.8347718562903457
b0032,2.9785586666841857,2.915858535206028,2.6416972483531733,1.1050787037748373,0.580797709157423,0.2405964079643705,2.152008432164195,3.1346355915643582,5.900338956956276,5.602277373683363,5.433527813129207,5.201341571593504,5.477583308360115,6.196145627544877,6.079585671552268,1.3375947363738503,1.1579893487889874,0.0,4.845028452409928,5.723888473672282,5.780017909683212,5.866299316218254,6.004673463745471,5.56979438045743,3.4817231345395245,3.3585186559776887,3.489951908460009,0.4512564452994542,0.6268234281116428,0.0,1.677100162916915,1.4937681557021012,4.857666181340458,0.8713407060164436,1.781469796636004,1.7654845862426591,2.2056336897329425,2.099667548415055,1.6040208788455304,0.8197287349131457,0.931334124962776,0.7007751549952835,2.2420325630426583,3.003226639242972,5.827300516663148,6.059177873115263,5.332996862327217,5.594731850535965
b0033,3.102914181096948,2.1953886857424885,2.3035192603386485,1.384882810071998,0.9641297502437104,0.7719629836885515,2.2165939607948864,3.0434616643963683,5.285399874365343,6.073483973569358,5.727110932821595,6.185891110818194,6.153106845600341,6.25868126137034,5.894430088999117,1.4286576179666446,1.4145600084697283,1.082542291480003,5.277475111935889,5.33243725170184,5.443295949361435,5.621879610860164,6.320473495162507,5.497227020152266,3.4799068815765395,2.43950943531,3.693899375853772,0.5952463415712702,0.996812116331486,0.6090519519235023,1.7549335689443948,1.528033921527232,5.612269957674634,1.4569996099699294,1.9471423756298247,1.944322881988099,2.3124093781242,2.288204523183192,2.6713654218336487,1.3665101886337714,1.1996852114405383,1.3125241040053266,2.241568247914599,3.2548425050950907,4.505414679592763,6.325719545111153,5.842262156304034,6.687506181454009
b0034,4.169494509450409,4.919823354395593,3.282619335359866,1.969611974021745,2.061088386216158,1.4247783177817477,3.9668519484453526,4.774118759297742,4.356063499295698,5.291188090805961,5.406806424026195,5.039126824005143,6.400528316667573,5.861297795356266,5.866957082478787,2.8510390144041198,3.1430467950619683,0.0,5.319483651151319,5.250662012378711,6.08230300723228,6.051165612473751,6.014620203550045,6.571240995145082,6.041937903213067,6.07917846839589,5.267822851020986,2.1658342064376384,2.61341791490594,1.6055480251244032,4.049638108387117,4.070132477899539,5.689109308987723,3.0248524777596235,3.3006404986812004,3.19568300507089,5.124791045417059,5.745478072723271,4.914198834995766,1.181204264525889,1.7434797305505878,1.946653488782613,4.272989890644532,4.859210378247245,4.576113164812233,5.130992109642568,5.304230228841314,5.144014984702884
b0035,1.12651480716911,1.4222233324522515,1.3139289082370782,1.6356518035968244,1.6258137181703718,1.838685801967376,1.976422695602052,2.2326612794030543,1.5196555198452193,1.868307572523704,1.5773326852617646,1.6005942426272548,0.0,3.747306976547533,0.0,2.114300392031756,0.7233282392208449,0.0,0.0,3.3757168425221926,0.0,2.59082779618818,2.393352247849421,1.952969283621727,1.5290685475020518,1.4575924078739952,0.7202851784011279,0.9075726153393217,1.3776623106212598,1.189722209454127,1.2226544559988768,1.7099368607659953,2.179658547381854,1.4543584333896329,2.121332504240266,1.955800532755542,0.981092590202722,1.674831092316183,1.2738844407554843,1.807797328858109,1.7984271421936815,1.7283149772476167,2.108013421068584,2.2820224920598933,1.8806893247425007,1.8087890612052069,1.9146041904774864,1.9481718183921275
